Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Acquired,Pos Summary
45,Casey Blake\blakeca01,27,2TM,19,41,-1,1,0,-1,-1,-1,-0.1,2,0,0.0,.493,.500,0.1,-0.2,1,,Waivers,/3D
46,Brian Boehringer#\boehrbr01,32,NYY,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$350000,Free Agency,1
47,Bret Boone\boonebr01,32,SEA,158,690,46,1,3,12,4,66,6.4,25,91,8.8,.540,.539,7.7,1.7,79,$3250000,Free Agency,*4/D
48,Pedro Borbon\borbope02,33,TOR,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1500000,Traded,1
49,Pat Borders\bordepa01,38,SEA,5,7,1,0,0,0,0,1,0.1,0,1,0.1,.517,.501,0.1,0.0,1,,Purchased,/2
50,Mike Bordick\bordimi01,35,BAL,58,257,-3,0,1,-4,3,-3,-0.2,9,7,0.7,.495,.498,1.0,0.0,10,$4500000,Free Agency,6
51,Dave Borkowski\borkoda01,24,DET,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
52,Toby Borland\borlato02,32,ANA,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
53,Brian Bowles\bowlebr01,24,TOR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
54,Chad Bradford\bradfch01,26,OAK,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Traded,1
55,Milton Bradley#\bradlmi01,23,CLE,10,20,-1,-1,0,2,0,0,0.0,1,1,0.1,.501,.500,-0.1,0.2,-1,,Traded,/8D9
56,Darren Bragg*\braggda01,31,NYY,5,4,0,0,0,0,0,0,0.0,0,0,0.0,.495,.500,-0.1,0.0,0,,Waivers,/9
57,Jeff Brantley\brantje01,37,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$650000,Free Agency,1
58,Russell Branyan*\branyru01,25,CLE,113,361,0,0,1,-9,-1,-8,-0.7,14,6,0.6,.493,.495,1.4,-0.8,14,$219000,Amateur Draft,57/D9
59,Leslie Brea\breale01,27,BAL,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Traded,/1
60,Scott Brosius\brosisc01,34,NYY,120,478,3,0,-1,-1,2,3,0.4,18,21,2.1,.503,.502,2.2,0.3,22,$5250000,Free Agency,*5/8
61,Dee Brown*\brownde02,23,KCR,106,406,-19,2,0,3,-5,-19,-1.9,15,-4,-0.4,.482,.488,-0.7,-0.1,-7,$205000,Amateur Draft,7D/89
62,Cliff Brumbaugh\brumbcl01,27,TEX,7,11,-3,0,0,-2,0,-5,-0.5,0,-5,-0.4,.431,.497,-0.3,-0.2,-2,,Amateur Draft,/97
63,Brian Buchanan\buchabr01,27,MIN,69,219,3,0,1,-2,-4,-1,-0.1,8,7,0.7,.498,.499,0.9,-0.5,9,$205000,Traded,9D/7
64,Mark Buehrle*\buehrma01,22,CHW,1,4,-1,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$225000,Amateur Draft,1
65,Jay Buhner\buhneja01,36,SEA,19,53,1,-1,0,-1,-1,-1,-0.1,2,1,0.1,.495,.499,0.1,-0.1,1,$1850000,Free Agency,7/D9
66,Dave Burba\burbada01,34,CLE,3,4,0,0,0,0,1,1,0.1,0,1,0.1,.534,.501,0.1,0.0,1,$5000000,Traded,1
67,Jamie Burke\burkeja02,29,ANA,9,5,0,0,0,0,0,0,0.0,0,0,0.0,.503,.500,0.0,0.0,0,,Amateur Draft,/23D
68,Morgan Burkhart#\burkhmo01,29,BOS,11,34,-3,0,0,-1,-1,-5,-0.5,1,-4,-0.4,.454,.497,-0.3,-0.2,-3,,Purchased,/D3
69,Ellis Burks\burksel01,36,CLE,124,515,24,2,-2,-3,-10,11,1.2,19,31,3.0,.509,.507,3.3,-1.2,34,$5666667,Free Agency,D7/9
70,Homer Bush\bushho01,28,TOR,78,291,-5,1,1,2,2,1,0.2,11,12,1.2,.502,.501,1.0,0.4,10,$2550000,Traded,4
71,Paul Byrd\byrdpa01,30,KCR,2,5,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.472,.500,-0.1,0.0,-1,,Traded,1
72,Eric Byrnes\byrneer01,25,OAK,19,43,2,0,0,0,-1,2,0.2,2,4,0.3,.510,.501,0.3,-0.1,3,,Amateur Draft,/7D98
73,Jolbert Cabrera\cabrejo02,28,CLE,141,312,-6,2,2,-1,0,-4,-0.4,12,8,0.8,.497,.497,0.9,0.0,9,$237000,Free Agency,784596/D
74,Mickey Callaway\callami01,26,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
75,Mike Cameron\camermi01,28,SEA,150,633,17,6,0,11,3,36,3.6,24,60,5.9,.524,.522,4.8,1.5,50,$3416667,Traded,*8/D
76,Ken Caminiti#\caminke01,38,TEX,54,211,-4,0,0,-4,1,-7,-0.6,8,1,0.1,.488,.496,0.6,-0.3,6,$3500000,Free Agency,5
77,Jose Canseco\cansejo01,36,CHW,76,306,5,-2,-1,0,-6,-4,-0.4,11,8,0.8,.495,.498,0.8,-0.6,8,,Purchased,D/9
78,Javier Cardona\cardoja01,25,DET,46,102,-3,-2,0,2,2,-1,-0.1,4,3,0.3,.498,.500,0.1,0.4,1,$217000,Amateur Draft,2/D
79,Chris Carpenter\carpech01,26,TOR,3,7,-1,0,0,0,1,0,0.0,0,0,0.0,.495,.500,0.0,0.0,0,$2583333,Amateur Draft,1
80,Hector Carrasco\carrahe01,31,MIN,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$400000,Free Agency,1
81,Vinny Castilla\castivi02,33,TBD,24,97,-7,0,0,1,0,-6,-0.6,4,-3,-0.3,.474,.496,-0.3,0.1,-3,$7250000,Traded,5
82,Alberto Castillo\castial01,31,TOR,66,146,-12,-1,0,3,3,-7,-0.7,5,-2,-0.2,.489,.496,-0.5,0.6,-5,$725000,Traded,2
83,Carlos Castillo\castica02,26,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
84,Frank Castillo\castifr01,32,BOS,1,3,-1,0,0,0,0,0,0.0,0,0,0.0,.456,.500,0.0,0.0,0,$2250000,Free Agency,1
85,Frank Catalanotto*\catalfr01,27,TEX,133,512,21,1,2,5,-4,24,2.4,19,44,4.3,.518,.515,3.8,0.2,39,$850000,Traded,7945/3D
86,Roger Cedeno#\cedenro01,26,DET,131,572,6,4,2,-23,-1,-14,-1.2,21,8,0.8,.490,.492,3.0,-2.3,31,$2700000,Traded,*89/D
87,Norm Charlton#\charlno01,38,SEA,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
88,Endy Chavez*\chaveen01,23,KCR,29,80,-9,-1,0,-1,-1,-11,-1.1,3,-8,-0.8,.461,.493,-0.8,-0.1,-8,,Traded,7/89
89,Eric Chavez*\chaveer01,23,OAK,151,604,20,1,2,12,3,39,3.9,23,62,6.1,.525,.523,4.8,1.6,49,$625000,Amateur Draft,*5/3D6
90,Randy Choate*\choatra01,25,NYY,5,3,-1,0,0,0,0,0,0.0,0,0,0.0,.491,.500,0.0,0.0,0,$200000,Amateur Draft,1
91,McKay Christensen*\chrismc01,25,CHW,7,5,0,0,0,0,0,0,0.0,0,0,0.0,.498,.500,0.0,0.0,0,,Traded,/8
92,Ryan Christenson\chrisry01,27,OAK,7,4,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.480,.499,-0.1,0.0,-1,$267500,Amateur Draft,/98D7
93,Jermaine Clark*\clarkje02,24,DET,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.489,.500,0.0,0.0,0,$200000,Rule 5 Draft,/D
94,Tony Clark#\clarkto02,29,DET,126,497,15,-2,-1,-5,-8,-1,-0.1,19,17,1.7,.499,.499,2.2,-1.3,23,$4462500,Amateur Draft,3D
95,Royce Clayton\claytro01,31,CHW,135,485,-13,-1,-2,6,7,-2,-0.2,18,16,1.6,.498,.499,0.9,1.4,10,$4500000,Traded,*6
96,Roger Clemens\clemero02,38,NYY,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.470,.500,0.0,0.0,0,$10300000,Traded,1
97,Pasqual Coco\cocopa01,23,TOR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Free Agent,/1
98,Tony Cogan*\coganto01,24,KCR,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$200000,Amateur Draft,1
99,Michael Coleman\colemmi01,25,NYY,12,39,-4,0,0,-2,0,-7,-0.7,1,-6,-0.6,.442,.496,-0.4,-0.2,-4,$204000,Traded,/8D97
100,Jesus Colome\colomje01,23,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
101,Bartolo Colon\colonba01,28,CLE,2,7,-1,0,0,0,1,0,0.0,0,0,0.0,.487,.500,0.0,0.0,0,$2625000,Amateur Free Agent,1
102,David Cone*\coneda01,38,BOS,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.470,.500,0.0,0.0,0,$1000000,Free Agency,1
103,Jeff Conine\coninje01,35,BAL,139,601,20,-3,-1,-2,-7,7,0.8,22,29,2.9,.505,.504,3.0,-0.7,31,$3000000,Traded,3759D
104,Brian Cooper\coopebr01,26,ANA,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
105,Francisco Cordero\cordefr01,26,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$277500,Traded,/1
106,Wil Cordero\cordewi01,29,CLE,89,299,-10,-1,-1,-3,-5,-20,-1.9,11,-9,-0.9,.478,.488,-0.5,-0.7,-5,$2666667,Traded,73D/9
107,Marty Cordova\cordoma01,31,CLE,122,442,13,-2,1,3,-5,10,1.0,17,27,2.6,.508,.506,2.3,-0.1,23,$500000,Free Agency,79/D8
108,Nate Cornejo\cornena01,21,DET,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
109,Steve Cox*\coxst01,26,TBD,108,378,-1,-1,-1,-1,-5,-10,-0.9,14,5,0.4,.491,.494,0.5,-0.5,6,$255000,Expansion Draft,3/7D9
110,Tim Crabtree\crabtti01,31,TEX,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1300000,Traded,1
111,Paxton Crawford\crawfpa02,23,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$200000,Amateur Draft,/1
112,Joe Crede\credejo01,23,CHW,17,55,-5,0,0,-2,0,-6,-0.6,2,-4,-0.4,.464,.496,-0.2,-0.2,-2,,Amateur Draft,5
113,Doug Creek*\creekdo01,32,TBD,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$260000,Free Agency,1
114,Jack Cressend\cressja01,26,MIN,6,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Waivers,1
115,Deivi Cruz\cruzde01,28,DET,110,438,-10,0,-1,-14,6,-19,-1.8,16,-3,-0.3,.483,.488,1.1,-0.7,11,$3525000,Traded,*6/5
116,Jacob Cruz*\cruzja01,28,CLE,28,76,-2,-1,-1,-2,0,-5,-0.4,3,-2,-0.2,.484,.497,0.0,-0.1,0,$230000,Traded,8/97
117,Jose Cruz#\cruzjo02,27,TOR,146,627,14,5,0,-22,3,-1,0.0,23,23,2.2,.500,.500,4.3,-1.8,44,$2350000,Traded,*87/D
118,Michael Cuddyer\cuddymi01,22,MIN,8,20,-1,0,0,1,0,-1,-0.1,1,0,0.0,.491,.500,-0.1,0.0,0,,Amateur Draft,/35D
119,Chad Curtis\curtich01,32,TEX,38,130,-1,2,0,-1,-1,-2,-0.1,5,3,0.3,.496,.499,0.5,-0.2,5,$1900000,Traded,87/9D
120,Mark Dalesandro\dalesma01,33,CHW,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,,Free Agency,/2
121,Johnny Damon*\damonjo01,27,OAK,155,719,-13,2,2,8,-1,0,0.1,25,25,2.4,.500,.500,1.6,0.9,16,$7100000,Traded,*87/9
122,Brian Daubach*\daubabr01,29,BOS,122,472,9,0,-1,2,-7,4,0.4,18,21,2.1,.503,.502,1.9,-0.4,20,$400000,Free Agency,3/97
123,Jeff DaVanon#\davanje02,27,ANA,40,100,-3,-1,0,-4,-1,-9,-0.9,4,-5,-0.5,.478,.495,-0.2,-0.4,-2,,Traded,98/D
124,Doug Davis\davisdo02,25,TEX,2,4,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.470,.500,-0.1,0.0,-1,$250000,Amateur Draft,1
125,Carlos Delgado*\delgaca01,29,TOR,162,704,38,0,0,-10,-9,20,2.0,26,46,4.5,.512,.512,5.4,-1.8,56,$13650000,Amateur Free Agent,*3
126,Wilson Delgado#\delgawi01,28,KCR,14,28,-4,0,0,1,0,-3,-0.3,1,-2,-0.2,.477,.498,-0.3,0.1,-3,,Traded,/654
127,Delino DeShields*\deshide01,32,BAL,58,222,-9,3,1,-1,-3,-9,-0.9,8,-1,-0.1,.485,.494,0.1,-0.4,1,$4333667,Free Agency,7/D8
128,Matt DeWitt\dewitma01,23,TOR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
129,Einar Diaz\diazei01,28,CLE,134,478,-6,-1,1,9,8,11,1.1,18,29,2.8,.508,.507,1.9,1.7,20,$387500,Amateur Free Agent,*2/4
130,R.A. Dickey\dicker.01,26,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
131,Mike Difelice\difelmi01,32,TBD,48,164,-11,0,0,2,3,-6,-0.6,6,0,0.0,.487,.496,-0.2,0.5,-2,$775000,Expansion Draft,2
132,Sean Douglass\douglse01,22,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
133,Kelly Dransfeldt\dranske01,26,TEX,4,3,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.482,.500,-0.1,0.0,-1,,Amateur Draft,/65
134,Ryan Drese\dresery01,25,CLE,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
135,Tim Drew\drewti01,22,CLE,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$202000,Amateur Draft,/1
136,Justin Duchscherer\duchsju01,23,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,/1
137,Chad Durbin\durbich01,23,KCR,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.469,.500,0.0,0.0,0,,Amateur Draft,1
138,Ray Durham#\durhara01,29,CHW,152,691,6,3,0,6,4,19,2.0,24,44,4.3,.512,.512,3.6,1.1,37,$9000000,Amateur Draft,*4/D
139,Mike Duvall\duvalmi01,26,MIN,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
140,Jermaine Dye\dyeje01,27,2TM,158,675,6,1,2,-2,-6,1,0.2,25,27,2.6,.501,.499,2.8,-0.7,28,$3800000,Traded,9/D8
141,Damion Easley\easleda01,31,DET,154,658,-2,1,0,0,4,3,0.4,25,28,2.7,.502,.502,2.7,0.5,28,$5075000,Traded,*4
142,David Eckstein\eckstda01,26,ANA,153,664,1,13,1,-3,6,19,1.9,25,43,4.2,.512,.511,4.5,0.4,47,$200000,Waivers,*64D
143,Cal Eldred\eldreca01,33,CHW,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$750000,Traded,/1
144,Alan Embree*\embreal01,31,CHW,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
145,Juan Encarnacion\encarju01,25,DET,120,457,-9,-2,1,-10,-1,-21,-2.0,17,-4,-0.4,.483,.487,0.6,-1.0,6,$4400000,Amateur Free Agent,*98/D
146,Todd Erdos\erdosto01,27,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
147,Darin Erstad*\erstada01,27,ANA,157,716,-16,1,3,14,3,5,0.5,25,30,2.9,.503,.503,1.5,1.7,16,$3450000,Amateur Draft,*83/D
148,Kelvim Escobar\escobke01,25,TOR,6,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1500000,Amateur Free Agent,1
149,Bobby Estalella\estalbo02,26,NYY,3,6,-1,0,0,0,0,0,0.0,0,0,0.0,.489,.500,0.0,0.0,0,,Traded,/2
150,Carl Everett#\evereca01,30,BOS,102,449,-3,1,4,-8,1,-6,-0.5,16,11,1.1,.495,.497,1.9,-0.6,19,$7333333,Traded,8/9D
151,Scott Eyre*\eyresc01,29,TOR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
152,Jorge Fabregas*\fabrejo01,31,ANA,53,157,-12,-1,0,1,3,-10,-1.0,6,-4,-0.4,.481,.494,-0.5,0.4,-5,$500000,Free Agency,2
153,Sal Fasano\fasansa01,29,2TM,14,24,-5,0,0,0,0,-5,-0.5,1,-4,-0.4,.465,.498,-0.4,0.0,-4,$375000,Purchased,/2
154,Carlos Febles\febleca01,25,KCR,79,317,-17,0,0,2,2,-12,-1.2,12,0,0.0,.485,.492,-0.3,0.5,-3,$310000,Amateur Free Agent,4
155,Jose Fernandez\fernajo01,26,ANA,13,27,-5,-1,0,-1,-1,-7,-0.7,1,-6,-0.6,.447,.496,-0.5,-0.1,-5,,Free Agency,/D35
156,Tony Fernandez#\fernato01,39,TOR,48,62,-1,-1,0,0,-1,-3,-0.3,2,-1,-0.1,.494,.498,-0.1,-0.1,-1,,Free Agency,D
157,Robert Fick*\fickro01,27,DET,124,448,10,-2,-1,-3,2,8,0.8,17,25,2.4,.506,.505,2.7,0.1,27,$255000,Amateur Draft,23/D9
158,Bob File\filebo01,24,TOR,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Draft,1
159,Chuck Finley*\finlech01,38,CLE,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$9666667,Free Agency,1
160,Tony Fiore\fioreto01,29,2TM,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
161,John Flaherty\flahejo01,33,TBD,78,265,-14,0,-1,-9,4,-19,-1.8,10,-9,-0.9,.477,.489,0.0,-0.4,0,$3000000,Traded,2
162,Darrin Fletcher*\fletcda01,34,TOR,134,453,-25,-1,-3,5,7,-17,-1.6,17,0,0.0,.488,.490,-0.5,1.3,-5,$3525000,Free Agency,*2/D
163,Bryce Florie\floribr01,31,BOS,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1450000,Traded,/1
164,Josh Fogg\foggjo01,24,CHW,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
165,Brook Fordyce\fordybr01,31,BAL,95,320,-17,0,0,-6,5,-18,-1.7,12,-6,-0.6,.482,.489,0.0,0.0,0,$825000,Traded,2
166,Casey Fossum*\fossuca01,23,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
167,Kevin Foster\fosteke01,32,TEX,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,/1
168,Kris Foster\fostekr01,26,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,/1
169,Keith Foulke\foulkke01,28,CHW,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3100000,Traded,1
170,Ryan Franklin\frankry01,28,SEA,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$202500,Amateur Draft,1
171,John Frascatore\frascjo01,31,TOR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
172,Ryan Freel\freelry01,25,TOR,9,24,-1,0,0,0,0,-1,-0.1,1,0,0.0,.490,.499,0.0,0.0,0,$200000,Amateur Draft,/47
173,Jeff Frye\fryeje01,34,TOR,74,194,-7,0,1,-2,2,-7,-0.7,7,0,0.0,.491,.496,0.3,0.0,3,$1000000,Free Agency,45/67
174,Travis Fryman\frymatr01,32,CLE,98,370,-13,-2,0,-12,2,-25,-2.4,14,-11,-1.1,.475,.485,0.1,-0.9,1,$5750000,Traded,5/D6
175,Brian Fuentes*\fuentbr01,25,SEA,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Draft,1
176,Brad Fullmer*\fullmbr01,26,TOR,146,573,-2,3,0,0,-13,-10,-1.0,21,11,1.1,.493,.494,1.1,-1.1,11,$2500000,Traded,*D/3
177,Mike Fyhrie\fyhrimi01,31,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,/1
