Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Acquired,Pos Summary
81,Mark Buehrle*\buehrma01,29,CHW,2,8,-1,0,0,0,1,0,0.0,0,0,0.0,.502,.500,0.0,0.0,0,$14000000,Amateur Draft,1
82,Ryan Bukvich\bukviry01,30,BAL,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,/1
83,Jason Bulger\bulgeja01,29,LAA,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$392000,Free Agency,1
84,Bryan Bullington\bullibr01,27,CLE,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Waivers,/1
85,Jamie Burke\burkeja02,36,SEA,48,100,-4,-1,0,0,2,-3,-0.3,4,1,0.1,.494,.498,0.1,0.2,1,$435000,Free Agency,2/351
86,A.J. Burnett\burnea.01,31,TOR,2,4,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.471,.500,-0.1,0.0,-1,$13200000,Free Agency,1
87,Brian Burres*\burrebr01,27,BAL,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$395000,Waivers,1
88,Brian Buscher*\buschbr01,27,MIN,70,245,-1,-2,0,-1,1,-3,-0.2,9,6,0.7,.496,.498,0.8,0.0,7,,Rule 5 Draft,5/34D
89,Billy Butler\butlebi03,22,KCR,124,478,-4,-1,-4,-3,-10,-22,-2.1,18,-4,-0.4,.482,.486,-0.1,-1.2,-1,$399000,Amateur Draft,D3
90,Freddie Bynum*\bynumfr01,28,BAL,40,121,-14,-2,0,0,2,-14,-1.4,5,-10,-1.0,.463,.491,-1.0,0.2,-10,$390000,Traded,6/4D
91,Marlon Byrd\byrdma01,30,TEX,122,462,16,2,0,1,-2,17,1.8,17,34,3.5,.514,.510,3.3,0.0,33,$1800000,Free Agency,*897/D
92,Paul Byrd\byrdpa01,37,2TM,2,5,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.463,.500,-0.1,0.0,-1,$7500000,Traded,/1
93,Asdrubal Cabrera#\cabreas01,22,CLE,114,418,-3,-2,1,13,3,14,1.5,16,29,3.0,.512,.508,1.6,1.8,16,$393300,Traded,46/D
94,Daniel Cabrera\cabreda01,27,BAL,2,5,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.462,.500,-0.1,0.0,-1,$2875000,Amateur Free Agent,1
95,Fernando Cabrera\cabrefe01,26,BAL,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$575000,Free Agency,1
96,Melky Cabrera#\cabreme01,23,NYY,129,453,-19,-1,0,5,2,-13,-1.2,17,4,0.4,.490,.492,-0.1,0.8,-1,$461200,Amateur Free Agent,*8/79
97,Miguel Cabrera\cabremi01,25,DET,160,684,23,-3,-1,-10,-8,1,0.3,25,26,2.7,.501,.500,3.7,-1.7,36,$11300000,Traded,*35/D
98,Orlando Cabrera\cabreor01,33,CHW,161,730,-14,3,0,2,8,-1,0.1,25,25,2.6,.500,.500,2.3,1.2,23,$10000000,Traded,*6
99,Miguel Cairo\cairomi01,34,SEA,108,250,-7,0,0,3,-4,-7,-0.7,9,2,0.3,.493,.496,-0.1,0.0,-1,$850000,Free Agency,35/4D796
100,Kiko Calero\calerki01,33,OAK,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1000000,Free Agency,/1
101,Alberto Callaspo#\callaal01,25,KCR,74,234,2,0,0,-1,2,3,0.3,9,11,1.2,.504,.502,1.2,0.2,12,$394000,Traded,46/75
102,Shawn Camp\campsh01,32,TOR,3,1,0,0,0,0,0,0,0.0,0,0,0.0,.505,.500,0.0,0.0,0,,Free Agency,1
103,Andy Cannizaro\cannian01,29,TBR,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.471,.500,0.0,0.0,0,,Free Agency,/6
104,Robinson Cano*\canoro01,25,NYY,159,634,-14,-2,1,-12,4,-23,-2.1,24,1,0.2,.486,.486,1.3,-0.6,13,$3000000,Amateur Free Agent,*4
105,Jesse Carlson*\carlsje01,27,TOR,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
106,D.J. Carrasco\carradj01,31,CHW,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
107,Jamey Carroll\carroja01,34,CLE,113,402,0,2,3,2,3,10,1.1,15,25,2.5,.508,.506,2.3,0.6,23,$2150000,Traded,45/7
108,Chris Carter*\cartech01,25,BOS,9,20,0,0,0,0,-1,-1,0.0,1,0,0.0,.494,.500,0.0,0.0,0,,Traded,/D7
109,Sean Casey*\caseyse01,33,BOS,69,218,0,-1,-1,-3,-4,-9,-0.8,8,0,0.0,.487,.495,0.3,-0.6,3,$800000,Free Agency,3D
110,Kevin Cash\cashke01,30,BOS,61,162,-8,-1,-1,0,3,-7,-0.7,6,-1,-0.1,.488,.496,-0.1,0.4,-1,$400000,Free Agency,2/5D
111,Alexi Casilla#\casilal01,23,MIN,98,437,-4,2,0,-3,3,-2,-0.1,15,13,1.4,.498,.499,1.6,0.1,16,,Traded,4/6D
112,Santiago Casilla\garcija01,27,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$400000,Amateur Free Agent,1
113,Alberto Castillo*\castial02,32,BAL,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
114,Juan Castro\castrju01,36,BAL,54,166,-12,0,-1,-7,2,-18,-1.8,6,-12,-1.2,.467,.489,-0.5,-0.4,-5,,Traded,6/5D
115,Frank Catalanotto*\catalfr01,34,TEX,88,278,-1,1,0,-6,-5,-11,-1.1,10,-1,-0.1,.487,.493,0.5,-1.1,5,$4000000,Free Agency,37D
116,Francisco Cervelli\cervefr01,22,NYY,3,5,-1,0,0,0,0,-2,-0.2,0,-1,-0.1,.445,.499,-0.1,0.0,-1,,Amateur Free Agent,/2
117,Joba Chamberlain\chambjo03,22,NYY,2,5,-1,0,0,0,1,0,0.0,0,0,0.0,.510,.500,0.0,0.0,0,$390000,Amateur Draft,1
118,Eric Chavez*\chaveer01,30,OAK,23,95,-1,0,0,0,0,-2,-0.2,4,2,0.2,.492,.499,0.2,0.0,2,$11500000,Amateur Draft,5/D
119,Rocky Cherry\cherrro01,28,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$390000,Traded,1
120,Shin-Soo Choo*\choosh01,25,CLE,94,370,24,2,1,-1,-4,22,2.2,14,36,3.6,.523,.513,3.6,-0.4,36,$390400,Traded,97D
121,Justin Christian\chrisju01,28,NYY,24,43,-2,1,0,-1,-1,-4,-0.4,2,-2,-0.2,.484,.498,-0.1,-0.2,-1,,Purchased,/79D8
122,Alex Cintron#\cintral01,29,BAL,61,144,-5,-2,0,-13,2,-18,-1.8,5,-13,-1.2,.471,.489,0.0,-1.0,0,,Free Agency,6/543D
123,Howie Clark*\clarkho02,34,MIN,4,8,0,0,0,0,0,0,0.0,0,0,0.0,.502,.500,0.0,0.0,0,,Free Agency,/345
124,Jeff Clement*\clemeje01,24,SEA,66,224,-8,-1,-1,-5,0,-14,-1.4,8,-6,-0.6,.479,.491,-0.1,-0.4,-1,,Amateur Draft,2D
125,Brent Clevlen\clevlbr01,24,DET,11,28,-2,0,0,0,0,-3,-0.3,1,-2,-0.2,.476,.498,-0.2,0.0,-2,,Amateur Draft,7/89
126,Buck Coats*\coatsbu01,26,TOR,8,6,0,0,0,1,0,1,0.1,0,1,0.1,.507,.500,0.0,0.1,0,$392100,Traded,/7D
127,Phil Coke*\cokeph01,25,NYY,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
128,Bartolo Colon\colonba01,35,BOS,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.468,.500,0.0,0.0,0,,Free Agency,/1
129,Brooks Conrad#\conrabr01,28,OAK,6,19,-3,0,0,0,0,-3,-0.3,1,-2,-0.2,.450,.498,-0.2,0.0,-2,,Free Agency,/54
130,Jose Contreras\contrjo01,36,CHW,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.485,.500,0.0,0.0,0,$10000000,Traded,1
131,Alex Cora*\coraal01,32,BOS,75,179,-2,-1,0,1,3,1,0.2,7,8,0.8,.502,.501,0.7,0.4,7,$2000000,Free Agency,6/4
132,Roy Corcoran\corcoro01,28,SEA,5,1,0,0,0,0,0,0,0.0,0,0,0.0,.497,.500,0.0,0.0,0,,Free Agency,1
133,Bryan Corey\coreybr01,34,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$405000,Traded,/1
134,Lance Cormier\cormila01,27,BAL,5,4,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.488,.500,-0.1,0.0,-1,,Free Agency,1
135,Jesse Crain\crainje01,26,MIN,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1050000,Amateur Draft,1
136,Carl Crawford*\crawfca02,26,TBR,109,482,-4,2,2,11,-4,7,0.9,17,24,2.5,.507,.504,1.4,0.8,13,$5375000,Amateur Draft,7/8D
137,Joe Crede\credejo01,30,CHW,97,373,-2,-1,-1,12,2,9,1.1,14,23,2.4,.510,.506,1.1,1.5,11,$5100000,Amateur Draft,5
138,Coco Crisp#\crispco01,28,BOS,118,409,-4,2,1,-5,2,-3,-0.2,15,12,1.3,.497,.498,1.7,-0.2,17,$5083333,Traded,*8/D
139,Bobby Crosby\crosbbo01,28,OAK,145,605,-19,2,-1,-4,8,-14,-1.2,23,9,1.0,.491,.492,1.3,0.5,13,$3550000,Amateur Draft,*6
140,Francisco Cruceta\crucefr01,26,DET,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
141,Nelson Cruz\cruzne02,27,TEX,31,133,10,0,0,1,-1,10,1.0,5,15,1.5,.532,.506,1.4,0.0,14,,Traded,9
142,Michael Cuddyer\cuddymi01,29,MIN,71,279,-1,-1,0,-2,-3,-7,-0.7,10,3,0.4,.490,.495,0.5,-0.5,5,$5916666,Amateur Draft,9/D38
143,Aaron Cunningham\cunniaa01,22,OAK,22,87,-2,0,0,3,-1,1,0.2,3,5,0.5,.506,.501,0.2,0.3,1,,Traded,7/9
144,Jack Cust*\custja01,29,OAK,148,598,23,0,0,-11,-9,4,0.5,22,26,2.7,.502,.502,3.7,-1.9,37,$410000,Purchased,7D/9
145,Johnny Damon*\damonjo01,34,NYY,143,623,17,4,1,1,-5,18,2.0,23,41,4.2,.513,.511,4.0,-0.3,40,$13000000,Free Agency,*78D/3
146,John Danks*\danksjo01,23,CHW,3,7,-1,0,0,0,1,0,0.0,0,0,0.0,.503,.500,0.0,0.0,0,$400000,Traded,1
147,Kyle Davies\davieky01,24,KCR,1,3,-1,0,0,0,0,0,0.0,0,0,0.0,.456,.500,0.0,0.0,0,,Traded,1
148,Chris Davis*\davisch02,22,TEX,80,317,11,-2,0,-9,-2,-2,-0.1,12,10,1.1,.498,.499,1.9,-1.1,19,,Amateur Draft,35
149,Rajai Davis\davisra01,27,OAK,101,207,-6,1,2,9,0,7,0.8,8,15,1.5,.507,.504,0.6,1.0,6,,Waivers,8D/4
150,David DeJesus*\dejesda01,28,KCR,135,577,13,-4,0,-8,-2,0,0.1,21,21,2.2,.500,.500,2.9,-0.9,29,$2500000,Amateur Draft,*789/D
151,Manny Delcarmen\delcama01,26,BOS,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$421000,Amateur Draft,1
152,David Dellucci*\delluda01,34,CLE,113,375,-7,0,-1,0,-7,-15,-1.4,14,-1,-0.1,.486,.491,-0.1,-0.6,-1,$3750000,Free Agency,7D
153,Chris Denorfia\denorch01,27,OAK,29,71,0,0,0,1,-1,1,0.1,3,3,0.3,.502,.500,0.2,0.0,2,$400000,Traded,78/D9
154,Joey Devine\devinjo01,24,OAK,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Traded,1
155,Jose Diaz\diazjo01,28,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
156,Robinzon Diaz\diazro01,24,TOR,1,4,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.367,.499,-0.1,0.0,-1,,Amateur Free Agent,/D
157,R.A. Dickey\dicker.01,33,SEA,2,4,0,0,0,0,1,0,0.0,0,0,0.0,.496,.500,0.0,0.0,0,,Traded,1
158,Mike Difelice\difelmi01,39,TBR,7,22,0,0,0,0,0,0,0.0,1,1,0.1,.500,.500,0.1,0.1,1,,Free Agency,/2
159,Lenny DiNardo*\dinarle01,28,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$900000,Waivers,1
160,Scott Dohmann\dohmasc01,30,TBR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$412400,Free Agency,1
161,Freddy Dolsi\dolsifr01,25,DET,4,1,0,0,0,0,0,0,0.0,0,0,0.0,.496,.500,0.0,0.0,0,,Amateur Free Agent,1
162,Brendan Donnelly\donnebr01,36,CLE,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
163,Octavio Dotel\doteloc01,34,CHW,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$5000000,Free Agency,1
164,Scott Downs*\downssc01,32,TOR,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2250000,Free Agency,1
165,J.D. Drew*\drewj.01,32,BOS,109,456,20,0,1,-8,-4,9,1.0,17,26,2.7,.508,.505,3.4,-1.1,34,$14000000,Free Agency,9/D8
166,Justin Duchscherer\duchsju01,30,OAK,2,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.458,.499,-0.1,0.0,-1,$1200000,Traded,1
167,Brandon Duckworth\duckwbr01,32,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Purchased,/1
168,Shelley Duncan\duncash01,28,NYY,23,65,-4,0,1,-1,-1,-5,-0.5,2,-3,-0.3,.477,.497,-0.2,-0.2,-2,$398300,Amateur Draft,3/9D
169,German Duran\durange01,23,TEX,60,158,-9,1,0,-3,1,-10,-1.0,6,-5,-0.4,.482,.493,-0.2,-0.2,-1,,Amateur Draft,54/796D
170,Jermaine Dye\dyeje01,34,CHW,154,645,22,0,-3,-10,-6,3,0.5,24,27,2.8,.502,.502,3.8,-1.5,37,$9500000,Free Agency,*9/D
171,David Eckstein\eckstda01,33,TOR,76,303,-1,-2,0,-10,2,-10,-0.9,11,2,0.2,.487,.494,1.2,-0.7,11,$4500000,Free Agency,6/D4
172,Scott Elarton\elartsc01,32,CLE,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,/1
173,Mark Ellis\ellisma01,31,OAK,117,507,-6,1,0,23,3,21,2.3,18,39,4.0,.518,.513,1.6,2.8,16,$5000000,Traded,*4/D
174,Jason Ellison\ellisja01,30,TEX,9,14,-1,0,0,0,0,-2,-0.2,1,-1,-0.1,.484,.499,-0.1,0.0,-1,,Free Agency,/98D7
