Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Acquired,Pos Summary
17,Danys Baez\baezda01,27,TBD,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3750000,Free Agency,1
18,Jeff Bajenaru\bajenje01,27,CHW,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
19,Scott Baker\bakersc02,23,MIN,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
20,James Baldwin\baldwja01,33,2TM,5,1,0,0,0,0,0,0,0.0,0,0,0.0,.497,.500,0.0,0.0,0,,Free Agency,1
21,Rod Barajas\barajro01,29,TEX,120,450,-3,0,0,-5,8,-1,-0.1,17,16,1.5,.499,.499,2.0,0.3,21,$1850000,Free Agency,*2/3
22,Josh Bard#\bardjo01,27,CLE,34,95,-6,0,0,-1,2,-5,-0.5,4,-2,-0.2,.485,.497,-0.1,0.1,-1,$317900,Traded,2
23,Jason Bartlett\bartlja01,25,MIN,74,252,-8,1,0,13,3,9,0.9,9,18,1.8,.512,.505,0.5,1.7,5,$316000,Traded,6/D
24,Miguel Batista\batismi01,34,TOR,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4750000,Free Agency,1
25,Rick Bauer\bauerri01,28,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$350000,Amateur Draft,/1
26,Denny Bautista\bautide01,24,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$316000,Traded,/1
27,Jonah Bayliss\baylijo01,24,KCR,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Draft,1
28,Colter Bean\beanco01,28,NYY,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Rule 5 returned,/1
29,Erik Bedard*\bedarer01,26,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$330000,Amateur Draft,1
30,Joe Beimel*\beimejo01,28,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
31,Rob Bell\bellro01,28,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$800000,Free Agency,/1
32,Mark Bellhorn#\bellhma01,30,2TM,94,355,-10,1,1,-2,2,-8,-0.8,13,5,0.5,.491,.496,0.7,0.1,7,$2750000,Conditional Deal,4/6
33,Ronnie Belliard\belliro01,30,CLE,145,587,3,0,-1,18,4,24,2.4,22,46,4.5,.517,.515,2.7,2.3,28,$2500000,Free Agency,*4
34,Adrian Beltre\beltrad01,26,SEA,156,650,-3,1,0,8,3,8,0.9,24,33,3.2,.505,.505,2.4,1.2,25,$11400000,Free Agency,*5/D
35,Joaquin Benoit\benoijo01,27,TEX,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.485,.500,0.0,0.0,0,$372500,Amateur Free Agent,1
36,Angel Berroa\berroan01,27,KCR,159,652,-17,0,1,-21,8,-29,-2.8,24,-4,-0.5,.482,.482,1.6,-1.2,17,$500000,Traded,*6
37,Rafael Betancourt\betanra01,30,CLE,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$338600,Free Agency,1
38,Yuniesky Betancourt\betanyu01,23,SEA,60,228,-7,-1,0,1,3,-4,-0.4,9,5,0.4,.493,.497,0.3,0.4,3,,Amateur Free Agent,6/4
39,Larry Bigbie*\bigbila01,27,BAL,67,234,-5,-1,0,1,-2,-6,-0.6,9,3,0.2,.491,.496,0.1,-0.1,1,$380000,Amateur Draft,7/8
40,Casey Blake\blakeca01,31,CLE,147,583,0,-1,0,5,-6,-1,-0.1,22,21,2.0,.500,.500,1.6,0.0,16,$2250000,Free Agency,*9/53
41,Hank Blalock*\blaloha01,24,TEX,161,705,-5,-1,1,-19,3,-22,-2.2,26,4,0.3,.487,.487,2.2,-1.5,23,$850000,Amateur Draft,*5/D
42,Andres Blanco#\blancan01,21,KCR,26,86,-8,1,0,-1,1,-8,-0.8,3,-5,-0.5,.470,.495,-0.4,0.0,-4,,Amateur Free Agent,4/6
43,Joe Blanton\blantjo01,24,OAK,2,4,0,0,0,0,1,0,0.0,0,0,0.0,.506,.500,0.0,0.0,0,$316500,Amateur Draft,1
44,Willie Bloomquist\bloomwi01,27,SEA,82,267,-9,3,0,4,2,1,0.1,10,11,1.0,.501,.500,0.7,0.7,7,$385000,Amateur Draft,468/53D7
45,Geoff Blum#\blumge01,32,CHW,31,99,-9,-1,1,-1,0,-10,-1.1,4,-7,-0.7,.466,.493,-0.6,-0.1,-6,,Traded,35/64
46,Hiram Bocachica\bocachi01,29,OAK,9,19,-4,0,0,2,0,-2,-0.2,1,-1,-0.1,.477,.499,-0.3,0.2,-3,,Free Agency,/958D
47,Jeremy Bonderman\bondeje01,22,DET,3,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.471,.499,-0.1,0.0,-1,$400000,Traded,1
48,Aaron Boone\booneaa01,32,CLE,143,565,-11,2,0,2,3,-5,-0.5,21,16,1.5,.496,.497,1.4,0.5,14,$3000000,Free Agency,*5/D
49,Bret Boone\boonebr01,36,2TM,88,360,-14,-1,-1,-21,2,-34,-3.4,14,-21,-2.1,.461,.488,-0.1,-1.8,0,$9000000,Conditional Deal,4
50,Chris Bootcheck\bootcch01,26,LAA,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
51,Joe Borchard#\borchjo01,26,CHW,7,12,1,-1,0,0,0,0,0.0,0,0,0.0,.498,.500,0.0,0.0,0,,Amateur Draft,/D9
52,Pat Borders\bordepa01,42,SEA,39,125,-11,0,0,0,2,-9,-0.9,5,-4,-0.4,.478,.495,-0.4,0.2,-4,,Purchased,2
53,Joe Borowski\borowjo01,34,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
54,Jason Botts#\bottsja01,24,TEX,10,30,-1,-1,0,0,-1,-2,-0.2,1,-1,-0.1,.477,.499,-0.1,-0.1,-1,,Amateur Draft,/7D
55,Travis Bowyer\bowyetr01,23,MIN,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
56,Chad Bradford\bradfch01,30,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
57,Dewon Brazelton\brazede01,25,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$1124000,Amateur Draft,1
58,Doug Brocail*\brocado01,38,TEX,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1000000,Free Agency,1
59,Ben Broussard*\brousbe01,28,CLE,142,505,0,-1,3,-2,-7,-7,-0.7,19,12,1.1,.495,.496,1.4,-0.8,14,$365000,Traded,*3/D
60,Emil Brown\brownem01,30,KCR,150,609,9,0,0,-22,-6,-20,-2.0,23,3,0.2,.487,.488,2.5,-2.8,25,$355000,Free Agency,*97D
61,Kevin Brown\brownke01,40,NYY,1,2,0,0,0,0,0,1,0.1,0,1,0.1,.567,.500,0.1,0.0,1,$15714286,Traded,1
62,Jaime Bubela*\bubelja01,27,SEA,11,20,-3,0,0,1,0,-2,-0.2,1,-1,-0.1,.481,.499,-0.2,0.1,-2,,Amateur Draft,/8D7
63,John Buck\buckjo01,24,KCR,118,430,-13,-2,-1,-5,7,-13,-1.3,16,4,0.3,.489,.492,0.8,0.3,9,$318500,Traded,*2
64,Mark Buehrle*\buehrma01,26,CHW,1,3,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.453,.500,-0.1,0.0,-1,$6000000,Amateur Draft,1
65,Ryan Bukvich\bukviry01,27,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$319500,Waivers,/1
66,Ambiorix Burgos\burgoam01,21,KCR,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Free Agent,1
67,Jamie Burke\burkeja02,33,CHW,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.490,.500,0.0,0.0,0,,Free Agency,/3
68,Dave Bush\bushda01,25,TOR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$327000,Amateur Draft,1
69,Freddie Bynum*\bynumfr01,25,OAK,7,7,0,0,0,0,0,0,0.0,0,0,0.0,.497,.500,0.0,0.0,0,,Amateur Draft,/487
70,Paul Byrd\byrdpa01,34,LAA,2,4,0,0,0,0,1,0,0.0,0,0,0.0,.510,.500,0.0,0.0,0,$5000000,Free Agency,1
71,Tim Byrdak*\byrdati01,31,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Conditional Deal,1
72,Eric Byrnes\byrneer01,29,2TM,111,396,-7,2,0,2,-4,-8,-0.8,15,7,0.6,.493,.498,0.4,-0.2,5,$2200000,Traded,7/89
73,Daniel Cabrera\cabreda01,24,BAL,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.486,.500,0.0,0.0,0,$325000,Amateur Free Agent,1
74,Fernando Cabrera\cabrefe01,23,CLE,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
75,Melky Cabrera#\cabreme01,20,NYY,6,19,-2,0,0,-4,0,-6,-0.5,1,-5,-0.5,.412,.497,-0.1,-0.4,-1,,Amateur Free Agent,/8
76,Orlando Cabrera\cabreor01,30,LAA,141,587,-17,3,-1,6,7,-1,-0.1,22,21,2.0,.499,.499,1.4,1.4,15,$6000000,Free Agency,*6
77,Kiko Calero\calerki01,30,OAK,2,1,0,0,0,0,0,0,0.0,0,0,0.0,.492,.500,0.0,0.0,0,$330000,Traded,1
78,Napoleon Calzado\calzana01,28,BAL,4,5,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.483,.500,-0.1,0.0,-1,,Free Agency,/87
79,Shawn Camp\campsh01,29,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$319500,Free Agency,1
80,Jorge Campillo\campijo01,26,SEA,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
81,Robinson Cano*\canoro01,22,NYY,132,551,7,0,0,-22,3,-12,-1.2,21,9,0.8,.491,.493,3.1,-1.8,31,,Amateur Free Agent,*4
82,Jorge Cantu\cantujo01,23,TBD,150,631,11,0,-3,-22,2,-11,-1.1,24,13,1.2,.493,.493,3.4,-1.9,34,$316900,Amateur Free Agent,45D
83,D.J. Carrasco\carradj01,28,KCR,3,8,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.460,.499,-0.1,0.0,-1,,Rule 5 Draft,1
84,Lance Carter\cartela02,30,TBD,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$361000,Free Agency,1
85,Raul Casanova#\casanra01,32,CHW,6,5,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.489,.500,-0.1,0.0,-1,,Free Agency,/2
86,Kevin Cash\cashke01,27,TBD,13,33,-2,0,-1,2,1,-1,-0.1,1,1,0.0,.495,.500,-0.2,0.3,-1,$327500,Traded,2
87,Santiago Casilla\garcija01,24,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Free Agent,/1
88,Scott Cassidy\cassisc01,29,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Conditional Deal,/1
89,Alberto Castillo\castial01,35,2TM,35,115,-5,0,0,3,2,0,0.0,4,4,0.4,.500,.500,0.1,0.5,1,$450000,Free Agency,2
90,Bernie Castro#\castrbe01,25,BAL,24,89,-1,1,0,-2,-1,-3,-0.3,3,1,0.0,.489,.498,0.3,-0.3,3,,Free Agency,4/D7
91,Juan Castro\castrju01,33,MIN,97,292,-11,-1,0,5,4,-3,-0.3,11,8,0.8,.497,.498,0.3,1.0,3,$1000000,Free Agency,65/4
92,Frank Catalanotto*\catalfr01,31,TOR,130,475,10,-2,2,3,-5,7,0.8,18,25,2.5,.506,.505,2.2,-0.2,22,$2700000,Free Agency,*7D
93,Jaime Cerda*\cerdaja01,26,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$341500,Traded,1
94,Gustavo Chacin*\chacigu01,24,TOR,3,8,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.466,.499,-0.1,0.0,-1,$316000,Amateur Free Agent,1
95,Shawn Chacon\chacosh01,27,NYY,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
96,Eric Chavez*\chaveer01,27,OAK,160,694,5,2,2,12,3,24,2.4,25,49,4.8,.515,.515,3.6,1.5,37,$8500000,Amateur Draft,*5/D
97,Bruce Chen*\chenbr01,28,BAL,2,4,0,0,0,0,1,1,0.1,0,1,0.1,.544,.501,0.1,0.0,1,$550000,Conditional Deal,1
98,Shin-Soo Choo*\choosh01,22,SEA,10,21,-3,0,0,1,0,-2,-0.2,1,-1,-0.1,.479,.499,-0.2,0.1,-2,,Amateur Free Agent,/8
99,Jason Christiansen\chrisja01,35,LAA,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
100,Vinnie Chulk\chulkvi01,26,TOR,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$326000,Amateur Draft,1
101,Jermaine Clark*\clarkje02,28,OAK,4,1,0,0,0,0,0,1,0.1,0,1,0.1,.512,.500,0.1,0.0,1,,Free Agency,/47
102,Matt Clement\clemema01,30,BOS,2,4,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6500000,Free Agency,1
103,Jesus Colome\colomje01,27,TBD,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$600000,Traded,1
104,Bartolo Colon\colonba01,32,LAA,2,3,0,0,0,0,0,0,0.0,0,0,0.0,.517,.500,0.0,0.0,0,$10000000,Free Agency,1
105,Roman Colon\colonro01,25,DET,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
106,Jose Contreras\contrjo01,33,CHW,2,4,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$8500000,Traded,1
107,Alex Cora*\coraal01,29,2TM,96,273,-12,1,0,14,3,6,0.6,10,16,1.6,.507,.502,0.2,1.8,2,$1300000,Traded,46/5
108,Tim Corcoran\corcoti02,27,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,MinorLg Draft,1
109,Francisco Cordero\cordefr01,30,TEX,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3875000,Traded,1
110,Fernando Cortez*\cortefe01,23,TBD,8,14,-2,0,0,-3,0,-4,-0.4,1,-4,-0.4,.446,.497,-0.1,-0.3,-1,,Amateur Draft,/465
111,Shane Costa*\costash01,23,KCR,27,88,-4,0,0,-2,-1,-7,-0.7,3,-4,-0.4,.474,.496,-0.2,-0.3,-2,,Amateur Draft,7/D
112,Neal Cotts*\cottsne01,25,CHW,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$330000,Traded,1
113,Jesse Crain\crainje01,23,MIN,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$321000,Amateur Draft,1
114,Carl Crawford*\crawfca02,23,TBD,156,687,7,5,1,13,-6,20,2.1,25,45,4.4,.513,.513,3.1,0.8,32,$370000,Amateur Draft,*7/8D
115,Joe Crede\credejo01,27,CHW,132,471,-6,0,0,3,2,-1,-0.1,18,17,1.6,.500,.500,1.4,0.6,14,$400000,Amateur Draft,*5/D6
116,Doug Creek*\creekdo01,36,DET,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
117,Coco Crisp#\crispco01,25,CLE,145,656,12,2,1,11,-5,21,2.2,23,44,4.4,.515,.513,3.3,0.7,33,$364900,Traded,*78
118,Bobby Crosby\crosbbo01,25,OAK,84,371,5,3,2,9,4,24,2.4,13,37,3.7,.528,.515,2.8,1.4,28,$350000,Amateur Draft,6
119,Bubba Crosby*\crosbbu01,28,NYY,76,103,-4,0,0,-4,-1,-8,-0.8,4,-4,-0.4,.490,.495,0.0,-0.5,0,$322950,Traded,89/D7
120,Jose Cruz#\cruzjo02,31,BOS,4,13,-1,0,0,-2,0,-3,-0.3,0,-2,-0.2,.438,.498,0.0,-0.2,0,,Traded,/9
121,Juan Cruz\cruzju02,26,OAK,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$600000,Traded,1
122,Michael Cuddyer\cuddymi01,26,MIN,126,470,-3,-1,-3,-5,1,-10,-1.0,18,7,0.7,.492,.494,1.2,-0.4,12,$347500,Amateur Draft,594/3
123,Midre Cummings*\cummimi01,33,BAL,2,2,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.470,.500,-0.1,0.0,-1,,Free Agency,/7
124,Johnny Damon*\damonjo01,31,BOS,148,688,12,7,3,-8,3,18,1.8,23,41,4.0,.512,.511,4.8,-0.4,49,$8250000,Free Agency,*8/D
125,Vic Darensbourg*\darenvi01,34,DET,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
126,Jeff DaVanon#\davanje02,31,LAA,108,271,-5,1,1,4,-4,-4,-0.4,10,6,0.5,.496,.497,0.2,0.0,2,$925000,Traded,D987
127,Jason Davis\davisja02,25,CLE,1,3,-1,0,0,0,0,0,0.0,0,0,0.0,.457,.500,0.0,0.0,0,$341700,Amateur Draft,1
128,Jorge De Paula\depaujo01,26,NYY,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,/1
129,David DeJesus*\dejesda01,25,KCR,122,523,11,1,1,10,3,26,2.6,19,45,4.4,.521,.516,3.4,1.3,35,$320000,Amateur Draft,*8
130,Manny Delcarmen\delcama01,23,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
131,David Dellucci*\delluda01,31,TEX,128,518,17,3,0,-5,-8,7,0.7,19,26,2.5,.505,.504,3.1,-1.3,31,$850000,Free Agency,D7/89
132,Chris Demaria#\demarch01,24,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,MinorLg Draft,/1
133,Mark DeRosa\derosma01,30,TEX,66,166,0,0,-1,8,0,6,0.7,6,13,1.3,.510,.504,0.5,0.8,5,$500000,Free Agency,946/5D3
134,Matt Diaz\diazma02,27,KCR,34,97,1,-1,0,-5,-2,-6,-0.6,4,-2,-0.2,.483,.496,0.3,-0.6,3,,Free Agency,7/D9
135,R.A. Dickey\dicker.01,30,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$372500,Amateur Draft,/1
136,Lenny DiNardo*\dinarle01,25,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
137,Craig Dingman\dingmcr01,31,DET,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
138,Greg Dobbs*\dobbsgr01,26,SEA,59,154,-7,-1,0,3,-3,-8,-0.8,6,-2,-0.3,.486,.495,-0.6,0.1,-5,$316000,Amateur Free Agent,D/375
139,Juan Dominguez\dominju01,25,TEX,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Free Agent,1
140,Andy Dominique\dominan01,29,TOR,2,3,0,0,0,0,0,0,0.0,0,0,0.0,.490,.500,0.0,0.0,0,,Purchased,/2
141,Brendan Donnelly\donnebr01,33,LAA,5,1,0,0,0,0,0,0,0.0,0,0,0.0,.497,.500,0.0,0.0,0,$420000,Free Agency,1
142,Octavio Dotel\doteloc01,31,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$4750000,Traded,1
143,Sean Douglass\douglse01,26,DET,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.471,.500,0.0,0.0,0,,Free Agency,1
144,Scott Downs*\downssc01,29,TOR,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
145,Ryan Drese\dresery01,29,TEX,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.485,.500,0.0,0.0,0,$550000,Traded,1
146,Jason Dubois\duboija01,26,CLE,14,50,-2,0,0,0,-1,-3,-0.3,2,-1,-0.1,.479,.498,-0.1,-0.1,-1,,Traded,/D97
147,Eric DuBose*\duboser01,29,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
148,Justin Duchscherer\duchsju01,27,OAK,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$329500,Traded,1
149,Erubiel Durazo*\durazer01,31,OAK,41,167,-5,0,-1,0,-4,-9,-0.9,6,-3,-0.3,.478,.494,-0.3,-0.4,-3,$4700000,Traded,D/3
150,Jermaine Dye\dyeje01,31,CHW,145,579,11,-1,-1,0,-6,4,0.4,22,26,2.5,.503,.503,2.5,-0.5,26,$4000000,Free Agency,*9/3D6
151,Scott Elarton\elartsc01,29,CLE,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.471,.500,0.0,0.0,0,$850000,Free Agency,1
152,Mark Ellis\ellisma01,28,OAK,122,486,20,-1,-1,7,3,30,2.9,18,48,4.7,.524,.518,4.0,1.1,41,$400000,Traded,*4/63D
153,Alan Embree*\embreal01,35,2TM,6,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3000000,Traded,1
154,Darin Erstad*\erstada01,31,LAA,153,667,-8,3,1,10,-9,-2,-0.2,24,22,2.1,.499,.499,1.1,0.2,12,$8250000,Amateur Draft,*3/D
155,Felix Escalona\escalfe01,26,NYY,10,17,0,0,0,3,0,3,0.3,1,4,0.4,.531,.502,0.1,0.3,1,,Free Agency,/6534
156,Kelvim Escobar\escobke01,29,LAA,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.470,.500,0.0,0.0,0,$6250000,Free Agency,1
157,Seth Etherton\etherse01,28,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
158,Carl Everett#\evereca01,34,CHW,135,547,-7,-2,0,0,-11,-19,-2.0,21,1,0.0,.486,.488,0.1,-1.0,1,$4000000,Traded,D7/9
159,Kyle Farnsworth\farnsky01,29,DET,6,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1975000,Traded,1
160,Sal Fasano\fasansa01,33,BAL,64,174,1,1,-1,-2,3,2,0.2,7,8,0.8,.503,.501,1.0,0.1,10,,Free Agency,2/D3
161,Scott Feldman*\feldmsc01,22,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
162,Nate Field\fieldna01,29,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$327500,Free Agency,/1
163,Chone Figgins#\figgich01,27,LAA,158,720,7,7,2,-2,2,15,1.5,25,40,3.9,.510,.509,4.2,0.1,42,$390000,Traded,5847/9D6
164,Steve Finley*\finlest01,40,LAA,112,440,-19,0,2,-8,2,-23,-2.3,17,-6,-0.7,.479,.486,0.1,-0.6,2,$6000000,Free Agency,8/D
165,Jeff Fiorentino*\fioreje01,22,BAL,13,47,-1,0,1,5,0,5,0.5,2,7,0.7,.538,.503,0.2,0.5,2,,Amateur Draft,8
166,John Flaherty\flahejo01,37,NYY,47,138,-12,-1,-1,2,2,-10,-1.0,5,-4,-0.5,.479,.494,-0.7,0.5,-6,$800000,Free Agency,2/3
167,Ron Flores*\florero01,25,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
168,Lew Ford\fordle01,28,MIN,147,590,-7,2,3,9,-4,3,0.3,22,25,2.4,.502,.502,1.6,0.6,16,$385000,Traded,8D79
169,Casey Fossum*\fossuca01,27,TBD,2,3,-1,0,0,0,0,0,0.0,0,0,0.0,.478,.500,0.0,0.0,0,$950000,Traded,1
170,Keith Foulke\foulkke01,32,BOS,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$7500000,Free Agency,1
171,Ryan Franklin\frankry01,32,SEA,2,5,-1,0,0,0,1,0,0.0,0,0,0.0,.505,.500,0.0,0.0,0,$2600000,Amateur Draft,1
172,Wayne Franklin*\frankwa01,31,NYY,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
173,Jason Frasor\frasoja01,27,TOR,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$332500,Traded,1
174,Alejandro Freire\freiral01,30,BAL,25,72,-2,0,0,-1,-2,-5,-0.5,3,-2,-0.3,.479,.497,-0.2,-0.3,-1,,Free Agency,3/D7
175,Freddy Garcia\garcifr03,28,CHW,3,9,-3,0,0,0,1,-1,-0.1,0,-1,-0.1,.454,.499,-0.1,0.0,-1,$8000000,Traded,1
176,Lee Gardner\gardnle01,30,TBD,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,/1
177,Ryan Garko\garkory01,24,CLE,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.461,.500,0.0,0.0,0,,Amateur Draft,/D
178,Jon Garland\garlajo01,25,CHW,1,2,0,0,0,0,0,1,0.1,0,1,0.1,.546,.500,0.1,0.0,1,$3400000,Traded,1
