Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Acquired,Pos Summary
16,Grant Balfour\balfogr01,29,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
17,Josh Banks\banksjo01,24,TOR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
18,Brian Bannister\bannibr01,26,KCR,2,4,0,0,0,0,1,1,0.1,0,1,0.1,.537,.500,0.1,0.0,1,,Traded,1
19,Josh Barfield\barfijo02,24,CLE,130,444,-29,3,3,2,3,-18,-1.7,17,-1,-0.1,.487,.489,-0.3,0.5,-3,$395800,Traded,*4/D
20,Jason Bartlett\bartlja01,27,MIN,140,570,-5,7,1,15,7,25,2.6,21,47,4.6,.518,.515,3.1,2.3,32,$405000,Traded,*6
21,Daric Barton*\bartoda02,21,OAK,18,84,8,0,0,3,-1,11,1.0,3,14,1.3,.557,.506,1.0,0.2,10,,Traded,3
22,Chris Basak\basakch01,28,NYY,5,1,0,0,0,0,0,0,0.0,0,0,0.0,.495,.500,0.0,0.0,0,,Free Agency,/56
23,Miguel Batista\batismi01,36,SEA,3,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.479,.500,-0.1,0.0,-1,$6000000,Free Agency,1
24,Yorman Bazardo\bazaryo01,22,DET,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Traded,1
25,Colter Bean\beanco01,30,NYY,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Rule 5 returned,/1
26,Josh Beckett\beckejo02,27,BOS,3,11,-1,0,0,0,2,0,0.0,0,0,0.0,.511,.500,0.0,0.0,0,$6666667,Traded,1
27,Erik Bedard*\bedarer01,28,BAL,2,6,0,0,0,0,1,1,0.1,0,1,0.1,.539,.500,0.1,0.0,1,$3400000,Amateur Draft,1
28,Rob Bell\bellro01,30,BAL,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
29,Adrian Beltre\beltrad01,28,SEA,149,639,8,0,-1,4,3,15,1.5,24,38,3.8,.510,.509,3.4,0.7,34,$12900000,Free Agency,*5/D
30,Joaquin Benoit\benoijo01,29,TEX,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1050000,Amateur Free Agent,1
31,Angel Berroa\berroan01,29,KCR,9,13,-2,-1,0,2,0,-2,-0.2,0,-1,-0.1,.481,.499,-0.3,0.2,-3,,Traded,/6D45
32,Rafael Betancourt\betanra01,32,CLE,4,1,0,0,0,0,0,0,0.0,0,0,0.0,.497,.500,0.0,0.0,0,$840000,Free Agency,1
33,Yuniesky Betancourt\betanyu01,25,SEA,155,559,-5,1,0,-5,8,-1,0.0,21,20,2.0,.500,.500,2.5,0.3,25,$727500,Amateur Free Agent,*6
34,Wilson Betemit#\betemwi01,25,NYY,37,92,-2,0,0,-1,0,-4,-0.3,3,0,0.0,.491,.498,0.1,-0.1,1,,Traded,35/647
35,Kurt Birkins*\birkiku01,26,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
36,Nick Blackburn\blackni01,25,MIN,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
37,Casey Blake\blakeca01,33,CLE,156,662,1,-1,1,0,2,4,0.4,25,29,2.8,.502,.502,2.8,0.3,29,$3750000,Free Agency,*53/9D
38,Hank Blalock*\blaloha01,26,TEX,58,232,9,1,-1,-4,-1,4,0.5,9,13,1.3,.507,.503,1.7,-0.5,17,$4800000,Amateur Draft,5D
39,Joe Blanton\blantjo01,26,OAK,2,5,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.455,.499,-0.1,0.0,-1,$380000,Amateur Draft,1
40,Jerry Blevins*\blevije01,23,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,/1
41,Willie Bloomquist\bloomwi01,29,SEA,91,188,-5,0,1,-5,1,-9,-0.8,7,-2,-0.2,.491,.495,0.3,-0.4,3,$875000,Amateur Draft--no sign,4567/839D
42,Hiram Bocachica\bocachi01,31,OAK,6,20,-1,0,0,1,0,0,0.0,1,1,0.0,.496,.500,-0.1,0.1,-1,,Free Agency,/8
43,Jeremy Bonderman\bondeje01,24,DET,2,6,0,0,0,0,1,0,0.0,0,0,0.0,.521,.500,0.0,0.0,0,$4500000,Traded,1
44,Boof Bonser\bonsebo01,25,MIN,2,5,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.466,.500,-0.1,0.0,-1,$397500,Traded,1
45,Chris Bootcheck\bootcch01,28,LAA,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$380000,Amateur Draft,1
46,Joe Borowski\borowjo01,36,CLE,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4000000,Free Agency,1
47,Jason Botts#\bottsja01,26,TEX,48,190,-7,0,-1,8,-3,-3,-0.3,7,4,0.4,.494,.498,-0.4,0.5,-4,,Amateur Draft,7D
48,Rob Bowen#\bowenro01,26,OAK,21,54,3,0,0,-3,1,0,0.1,2,2,0.2,.502,.500,0.5,-0.2,5,,Traded,2
49,Dallas Braden*\bradeda01,23,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
50,Chad Bradford\bradfch01,32,BAL,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3166667,Free Agency,1
51,Milton Bradley#\bradlmi01,29,OAK,19,75,1,0,0,-1,0,0,0.1,3,3,0.3,.502,.500,0.4,-0.1,4,$4000000,Traded,8/9
52,Ryan Braun\braunry01,26,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$380000,Amateur Draft,1
53,Craig Brazell*\brazecr01,27,KCR,5,5,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,/3
54,Chris Britton\brittch01,24,NYY,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
55,Lance Broadway\broadla01,23,CHW,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
56,Ben Broussard*\brousbe01,30,SEA,99,264,-1,-1,0,-8,-4,-15,-1.4,10,-5,-0.5,.486,.491,0.3,-1.1,3,$3550000,Traded,397/D
57,Jim Brower\broweji01,34,NYY,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
58,Andrew Brown\brownan01,26,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
59,Dee Brown*\brownde02,29,OAK,8,3,-1,0,0,1,0,0,0.0,0,0,0.0,.500,.500,-0.1,0.1,-1,,Purchased,/79
60,Emil Brown\brownem01,32,KCR,113,397,-14,4,0,1,-5,-14,-1.4,15,1,0.0,.487,.491,-0.1,-0.4,-1,$3450000,Free Agency,79D
61,Matthew Brown\brownma05,24,LAA,4,7,-1,0,0,0,0,0,0.0,0,0,0.0,.489,.500,0.0,0.0,0,,Amateur Draft,/5
62,Brian Bruney\brunebr01,25,NYY,6,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$395545,Free Agency,1
63,Clay Buchholz*\buchhcl01,22,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
64,John Buck\buckjo01,26,KCR,113,399,-4,0,-1,-9,7,-8,-0.8,15,7,0.7,.493,.495,1.5,-0.2,16,$440000,Traded,*2
65,Travis Buck*\bucktr01,23,OAK,82,334,13,0,-1,1,-3,11,1.1,13,23,2.3,.513,.506,2.2,-0.2,22,$380000,Amateur Draft,97/8
66,Billy Buckner\bucknbi02,23,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
67,Ryan Budde\buddery01,27,LAA,12,18,-3,0,0,-1,0,-4,-0.4,1,-3,-0.3,.469,.498,-0.2,-0.1,-2,,Rule 5 returned,2/D
68,Mark Buehrle*\buehrma01,28,CHW,2,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.455,.499,-0.1,0.0,-1,$9500000,Amateur Draft,1
69,Ryan Bukvich\bukviry01,29,CHW,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
70,Jason Bulger\bulgeja01,28,LAA,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
71,Jamie Burke\burkeja02,35,SEA,50,129,2,-1,0,-5,2,-1,-0.1,5,4,0.4,.498,.499,0.9,-0.2,9,$380000,Free Agency,2
72,A.J. Burnett\burnea.01,30,TOR,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.471,.500,0.0,0.0,0,$13200000,Free Agency,1
73,Brian Burres*\burrebr01,26,BAL,1,3,0,0,0,0,0,1,0.1,0,1,0.1,.568,.500,0.1,0.0,1,,Waivers,1
74,Brian Buscher*\buschbr01,26,MIN,33,94,-2,-1,0,-4,0,-7,-0.7,4,-4,-0.4,.478,.496,0.0,-0.3,0,,Rule 5 Draft,5
75,Billy Butler\butlebi03,21,KCR,92,360,3,-1,0,0,-7,-6,-0.6,14,8,0.7,.494,.496,0.7,-0.7,8,,Amateur Draft,D3/7
76,Freddie Bynum*\bynumfr01,27,BAL,70,101,-2,0,1,0,-1,-2,-0.2,4,2,0.2,.497,.499,0.2,0.0,2,$380000,Traded,76/D84
77,Marlon Byrd\byrdma01,29,TEX,109,454,8,2,0,6,-1,16,1.6,17,33,3.2,.514,.509,2.6,0.6,27,,Free Agency,*897
78,Paul Byrd\byrdpa01,36,CLE,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.470,.500,0.0,0.0,0,$7000000,Free Agency,1
79,Tim Byrdak*\byrdati01,33,DET,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
80,Asdrubal Cabrera#\cabreas01,21,CLE,45,186,0,1,0,7,1,9,0.9,7,16,1.6,.520,.506,0.9,0.9,9,,Traded,4/65
81,Daniel Cabrera\cabreda01,26,BAL,1,3,-1,0,0,0,0,0,0.0,0,0,0.0,.456,.500,0.0,0.0,0,$1825000,Amateur Free Agent,1
82,Fernando Cabrera\cabrefe01,25,2TM,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$391800,Free Agency,/1
83,Melky Cabrera#\cabreme01,22,NYY,150,612,-10,0,0,2,2,-7,-0.6,23,16,1.6,.496,.496,1.4,0.5,14,$432400,Amateur Free Agent,*87/9
84,Orlando Cabrera\cabreor01,32,LAA,155,701,0,3,2,5,8,18,1.8,25,43,4.2,.511,.511,3.7,1.3,38,$8500000,Free Agency,*6/D
85,Miguel Cairo\cairomi01,33,NYY,54,121,-7,1,0,1,-1,-6,-0.5,5,-1,-0.1,.490,.497,-0.2,0.1,-2,$750000,Free Agency,36/54D7
86,Kiko Calero\calerki01,32,OAK,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1600000,Free Agency,1
87,Carmen Cali*\calica01,28,MIN,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
88,Shawn Camp\campsh01,31,TBD,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$411000,Free Agency,1
89,Jorge Campillo\campijo01,28,SEA,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
90,Robinson Cano*\canoro01,24,NYY,160,669,14,-1,3,23,4,43,4.3,25,68,6.7,.527,.526,4.4,2.8,45,$490800,Amateur Free Agent,*4
91,Jorge Cantu\cantujo01,25,TBD,25,65,-5,0,0,-1,-1,-8,-0.8,2,-6,-0.6,.468,.495,-0.5,-0.2,-4,,Amateur Free Agent,/D34
92,Jose Capellan\capeljo01,26,DET,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
93,Hector Carrasco\carrahe01,37,LAA,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3000000,Free Agency,1
94,Raul Casanova#\casanra01,34,TBD,29,89,1,0,0,-3,1,-1,-0.1,3,2,0.2,.496,.499,0.5,-0.2,5,,Free Agency,2/D
95,Sean Casey*\caseyse01,32,DET,143,496,-5,-2,0,1,-7,-13,-1.2,19,6,0.5,.491,.492,0.4,-0.5,5,$4000000,Traded,*3/D
96,Kevin Cash\cashke01,29,BOS,12,33,-4,0,0,1,1,-3,-0.3,1,-2,-0.2,.472,.498,-0.3,0.2,-3,,Free Agency,2
97,Alexi Casilla#\casilal01,22,MIN,56,204,-18,0,1,-3,2,-18,-1.8,8,-11,-1.1,.468,.489,-0.8,-0.1,-7,,Traded,4/6
98,Santiago Casilla\garcija01,26,OAK,6,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Free Agent,1
99,Alberto Castillo\castial01,37,BAL,11,36,-2,-1,0,0,1,-2,-0.2,1,-1,-0.1,.479,.499,-0.1,0.1,-1,,Traded,2
100,Luis Castillo#\castilu01,31,MIN,85,384,-3,3,2,-4,2,0,0.1,14,14,1.4,.500,.500,1.8,-0.1,18,$5750000,Traded,4
101,Frank Catalanotto*\catalfr01,33,TEX,103,377,5,-1,0,-4,-5,-5,-0.5,14,9,0.9,.495,.497,1.3,-0.8,13,$3500000,Free Agency,7D3
102,Gustavo Chacin*\chacigu01,26,TOR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$395300,Amateur Free Agent,/1
103,Joba Chamberlain\chambjo03,21,NYY,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Draft,1
104,Eric Chavez*\chaveer01,29,OAK,90,379,-2,0,-1,8,2,7,0.8,14,22,2.1,.508,.505,1.3,1.0,14,$9500000,Amateur Draft,5/D
105,Bruce Chen*\chenbr01,30,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$600000,Free Agency,/1
106,Rocky Cherry\cherrro01,27,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
107,Shin-Soo Choo*\choosh01,24,CLE,6,20,0,0,0,1,0,0,0.0,1,1,0.1,.506,.500,0.0,0.1,0,,Traded,/79
108,Alex Cintron#\cintral01,28,CHW,68,196,-12,0,-1,-12,1,-23,-2.2,7,-16,-1.5,.467,.486,-0.4,-1.0,-4,$1900000,Traded,564/D
109,Jeff Cirillo\cirilje01,37,MIN,50,174,-1,1,-1,4,-2,0,0.1,7,7,0.7,.501,.500,0.3,0.2,3,$1500000,Free Agency,D5/3
110,Howie Clark*\clarkho02,33,TOR,31,57,-4,1,0,1,0,-3,-0.2,2,0,0.0,.492,.498,-0.1,0.1,-1,,Free Agency,5/D346
111,Royce Clayton\claytro01,37,2TM,77,216,-10,1,-1,2,3,-6,-0.6,8,2,0.2,.492,.497,0.0,0.5,0,$1500000,Free Agency,/5D6
112,Roger Clemens\clemero02,44,NYY,2,2,0,0,0,0,0,1,0.1,0,1,0.1,.523,.500,0.1,0.0,1,$17400000,Free Agency,1
113,Jeff Clement*\clemeje01,23,SEA,9,19,3,0,0,0,0,3,0.2,1,3,0.3,.526,.501,0.3,-0.1,3,,Amateur Draft,/D
114,Brent Clevlen\clevlbr01,23,DET,13,10,-2,0,0,0,0,-3,-0.3,0,-3,-0.2,.478,.498,-0.2,0.0,-2,,Amateur Draft,/798D
115,Tyler Clippard\clippty01,22,NYY,1,3,1,0,0,0,0,1,0.1,0,1,0.1,.604,.501,0.1,0.0,1,,Amateur Draft,/1
116,Bartolo Colon\colonba01,34,LAA,2,3,-1,0,0,0,0,0,0.0,0,0,0.0,.479,.500,0.0,0.0,0,$16000000,Free Agency,1
117,Jose Contreras\contrjo01,35,CHW,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.485,.500,0.0,0.0,0,$9000000,Traded,1
118,Alex Cora*\coraal01,31,BOS,83,232,-11,-1,1,5,2,-3,-0.3,9,6,0.6,.497,.498,0.1,0.8,1,$2000000,Free Agency,46/D3
119,Tim Corcoran\corcoti02,29,TBD,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,MinorLg Draft,/1
120,Bryan Corey\coreybr01,33,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,/1
121,Fernando Cortez*\cortefe01,25,KCR,8,16,1,0,0,-1,0,1,0.1,1,1,0.1,.509,.500,0.2,-0.1,2,,Traded,/4
122,Shane Costa*\costash01,25,KCR,55,109,-8,0,1,4,-2,-6,-0.6,4,-1,-0.2,.490,.497,-0.6,0.2,-5,,Amateur Draft,79/D
123,Jesse Crain\crainje01,25,MIN,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$500000,Amateur Draft,1
124,Carl Crawford*\crawfca02,25,TBD,143,627,16,7,3,-2,-6,18,1.8,23,41,4.0,.512,.511,4.2,-0.7,42,$4125000,Amateur Draft,*7/D
125,Joe Crede\credejo01,29,CHW,47,178,-12,0,0,9,1,-2,-0.2,7,4,0.4,.495,.499,-0.5,1.0,-5,$4940000,Amateur Draft,5/D
126,Coco Crisp#\crispco01,27,BOS,145,591,-14,6,2,15,3,12,1.2,22,34,3.3,.508,.507,1.9,1.9,19,$3833333,Traded,*8
127,Bobby Crosby\crosbbo01,27,OAK,93,374,-17,0,-1,3,5,-10,-0.9,14,4,0.4,.490,.494,0.1,0.8,1,$2550000,Amateur Draft,6/D
128,Nelson Cruz\cruzne02,26,TEX,96,333,-12,-2,0,1,-4,-17,-1.6,12,-4,-0.4,.483,.490,-0.5,-0.3,-5,$382000,Traded,97/D
129,Michael Cuddyer\cuddymi01,28,MIN,144,623,13,3,-2,1,-6,9,1.0,23,32,3.1,.506,.506,3.1,-0.4,31,$3575000,Amateur Draft,*9/3
130,Jack Cust*\custja01,28,OAK,124,507,28,-3,1,-4,-8,15,1.5,19,34,3.3,.512,.509,3.7,-1.1,38,,Purchased,D97
131,Johnny Damon*\damonjo01,33,NYY,141,605,2,6,3,-1,-5,5,0.6,23,28,2.7,.504,.503,2.8,-0.5,29,$13000000,Free Agency,8D7/39
132,John Danks*\danksjo01,22,CHW,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.470,.500,0.0,0.0,0,$380000,Traded,1
133,Jeff DaVanon#\davanje02,33,OAK,26,71,-2,0,0,-2,0,-3,-0.3,3,-1,-0.1,.487,.498,0.1,-0.2,1,,Free Agency,8/79
134,Kyle Davies\davieky01,23,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,1
135,Jason Davis\davisja02,27,2TM,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$670000,Amateur Draft,/1
136,Dewon Day\dayde01,26,CHW,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Rule 5 Draft,1
137,Jordan De Jong\dejonjo01,28,TOR,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Draft,/1
138,Frankie De La Cruz\delaceu01,23,DET,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Free Agent,/1
139,Jorge De La Rosa*\rosajo01,26,KCR,3,5,-1,0,0,0,1,0,0.0,0,0,0.0,.502,.500,0.0,0.0,0,$417000,Traded,1
140,David DeJesus*\dejesda01,27,KCR,157,703,-3,4,0,-3,4,2,0.2,25,27,2.6,.501,.501,2.9,0.1,30,$2000000,Amateur Draft,*8
141,Manny Delcarmen\delcama01,25,BOS,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Draft,1
142,David Dellucci*\delluda01,33,CLE,56,199,-8,0,0,0,-2,-10,-1.0,7,-3,-0.3,.482,.494,-0.3,-0.2,-3,$3750000,Free Agency,7/D
143,Julio DePaula\depauju01,24,MIN,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Free Agent,1
144,Matt DeSalvo\desalma01,26,NYY,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Free Agent,/1
145,Victor Diaz\diazvi01,25,TEX,37,108,-1,0,-1,2,-2,-1,-0.1,4,3,0.3,.496,.499,0.1,0.1,1,,Traded,9/D7
146,Lenny DiNardo*\dinarle01,27,OAK,2,4,0,0,0,0,1,0,0.0,0,0,0.0,.511,.500,0.0,0.0,0,$389750,Waivers,1
147,Scott Dohmann\dohmasc01,29,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
148,Brendan Donnelly\donnebr01,35,BOS,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1400000,Traded,1
149,Octavio Dotel\doteloc01,33,KCR,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$5000000,Free Agency,1
150,Scott Downs*\downssc01,31,TOR,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1025000,Free Agency,1
151,Cory Doyne\doyneco01,25,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
152,J.D. Drew*\drewj.01,31,BOS,140,552,8,1,1,-3,-5,1,0.2,21,22,2.1,.501,.501,2.4,-0.7,25,$14000000,Free Agency,*9/8D
153,Justin Duchscherer\duchsju01,29,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$1187500,Traded,1
154,Brandon Duckworth\duckwbr01,31,KCR,2,1,0,0,0,0,0,1,0.1,0,1,0.1,.531,.500,0.1,0.0,1,$550000,Purchased,1
155,Elijah Dukes\dukesel01,23,TBD,52,220,-3,-2,-1,-3,0,-9,-0.9,8,-1,-0.1,.483,.495,0.2,-0.3,2,$380000,Amateur Draft,8/D79
156,Shelley Duncan\duncash01,27,NYY,34,83,2,0,0,2,-2,2,0.2,3,5,0.5,.504,.501,0.3,0.0,3,,Amateur Draft,D/397
157,Chad Durbin\durbich01,29,DET,2,5,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.464,.500,-0.1,0.0,-1,$385000,Free Agency,1
158,Jermaine Dye\dyeje01,33,CHW,138,561,0,-2,-3,-27,-5,-37,-3.6,21,-16,-1.6,.474,.478,1.1,-3.1,11,$7500000,Free Agency,*9/D
159,Scott Elarton\elartsc01,31,KCR,1,1,0,0,0,0,0,0,0.0,0,0,0.0,.486,.500,0.0,0.0,0,$4000000,Free Agency,/1
160,Mark Ellis\ellisma01,30,OAK,150,642,8,0,0,13,4,25,2.5,24,49,4.8,.516,.515,3.5,1.8,36,$3500000,Traded,*4
161,Jason Ellison\ellisja01,29,SEA,63,48,-3,-2,0,2,-2,-4,-0.4,2,-2,-0.2,.494,.497,-0.4,0.1,-4,$390000,Traded,97/8D
162,Jacoby Ellsbury*\ellsbja01,23,BOS,33,127,5,2,0,-5,-1,2,0.2,5,7,0.6,.505,.501,1.1,-0.5,12,,Amateur Draft,78/9
163,Alan Embree*\embreal01,37,OAK,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2356496,Free Agency,1
164,Darin Erstad*\erstada01,33,CHW,87,347,-11,2,1,3,-1,-7,-0.7,13,6,0.6,.492,.496,0.3,0.2,3,$750000,Free Agency,837/9D
165,Kelvim Escobar\escobke01,31,LAA,2,7,0,0,0,0,1,1,0.1,0,1,0.1,.531,.500,0.1,0.0,1,$9000000,Free Agency,1
166,Terry Evans\evanste01,25,LAA,8,13,-1,0,0,2,0,1,0.1,0,1,0.1,.507,.500,-0.1,0.2,-1,,Traded,/9D7
167,Willie Eyre\eyrewi01,28,TEX,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
168,Brandon Fahey*\faheybr01,26,BAL,40,56,-6,0,1,5,1,1,0.1,2,3,0.3,.502,.500,-0.2,0.6,-2,,Amateur Draft,6/47D5
169,Kyle Farnsworth\farnsky01,31,NYY,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$5666667,Free Agency,1
170,Sal Fasano\fasansa01,35,TOR,16,49,-4,0,0,0,1,-3,-0.3,2,-1,-0.1,.483,.498,-0.1,0.1,-1,,Free Agency,2
171,Ryan Feierabend*\feierry01,21,SEA,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Draft,1
172,Scott Feldman*\feldmsc01,24,TEX,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$388203,Amateur Draft,1
173,Josh Fields\fieldjo02,24,CHW,100,418,0,-3,-1,-13,1,-16,-1.5,16,0,0.0,.485,.490,1.3,-1.1,13,,Amateur Draft,57
174,Chone Figgins#\figgich01,29,LAA,115,503,11,7,1,-4,2,16,1.6,18,35,3.4,.514,.510,3.8,-0.2,39,$3500000,Traded,59/4D
175,Ron Flores*\florero01,27,OAK,6,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Draft,1
