Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Acquired,Pos Summary
170,Brad Fullmer*\fullmbr01,27,ANA,130,479,20,2,1,-1,-10,11,1.2,18,29,2.8,.509,.507,3.0,-1.1,30,$4000000,Traded,D3
171,Mike Fyhrie\fyhrimi01,32,OAK,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Traded,1
172,Rich Garces\garceri01,31,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$2200000,Free Agency,1
173,Freddy Garcia\garcifr03,25,SEA,2,7,0,0,0,0,1,1,0.1,0,1,0.1,.552,.501,0.1,0.0,1,$3800000,Traded,1
174,Karim Garcia*\garcika01,26,2TM,53,210,8,-2,0,0,-2,4,0.4,8,12,1.2,.507,.503,1.2,-0.2,12,,Free Agency,9/87
175,Luis Garcia\garcilu02,26,BAL,6,3,1,0,0,0,0,1,0.1,0,1,0.1,.512,.500,0.1,0.0,1,$200000,Free Agency,/89
176,Reynaldo Garcia\garcire01,28,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Free Agent,/1
177,Nomar Garciaparra\garcino01,28,BOS,156,693,21,0,-2,16,9,45,4.4,25,70,6.8,.528,.527,5.2,2.5,54,$9000000,Amateur Draft,*6
178,Lee Gardner\gardnle01,27,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Free Agent,1
179,Jon Garland\garlajo01,22,CHW,2,3,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,.477,.500,-0.1,0.0,-1,$275000,Traded,1
180,Chris George*\georgch02,22,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
181,Esteban German\germaes01,24,OAK,9,40,-3,0,0,-2,0,-5,-0.5,1,-4,-0.4,.444,.497,-0.2,-0.2,-1,,Amateur Free Agent,/4
182,Franklyn German\germafr01,22,DET,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,/1
183,Jason Giambi*\giambja01,31,NYY,155,689,61,-1,-2,1,-11,49,4.7,25,74,7.1,.530,.529,7.0,-0.9,72,$10428571,Free Agency,3D
184,Jeremy Giambi*\giambje01,27,OAK,42,187,8,-1,0,-6,-2,-1,-0.1,7,6,0.6,.498,.499,1.2,-0.8,12,$1065000,Traded,7/D
185,Jay Gibbons*\gibboja01,25,BAL,136,541,5,0,1,-3,-6,-3,-0.3,20,17,1.7,.498,.498,2.0,-0.9,20,$232500,Rule 5 Draft,93D
186,Benji Gil\gilbe01,29,ANA,61,139,-2,-1,0,6,0,4,0.4,5,9,0.9,.506,.502,0.3,0.6,3,$400000,Free Agency,463/D
187,Geronimo Gil\gilge01,26,BAL,125,450,-19,0,-3,3,8,-12,-1.1,17,5,0.5,.491,.493,0.2,1.1,2,$200000,Traded,*2
188,Matt Ginter\gintema01,24,CHW,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
189,Charles Gipson\gipsoch01,29,SEA,79,84,-2,2,1,1,-2,0,0.0,3,3,0.3,.500,.500,0.2,-0.1,2,$450000,Amateur Draft,79/85D
190,Troy Glaus\glaustr01,25,ANA,156,671,8,3,-2,7,3,20,2.0,25,45,4.4,.513,.512,3.7,1.1,38,$4000000,Amateur Draft,*5/6
191,Gary Glover\glovega01,25,CHW,2,1,0,0,0,0,0,0,0.0,0,0,0.0,.493,.500,0.0,0.0,0,$240000,Traded,1
192,Wayne Gomes\gomeswa01,29,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
193,Alexis Gomez*\gomezal01,23,KCR,5,10,-1,0,0,0,0,-2,-0.2,0,-1,-0.1,.469,.499,-0.1,0.0,-1,,Amateur Free Agent,/9
194,Chris Gomez\gomezch02,31,TBD,130,498,-8,-2,0,-2,7,-5,-0.5,19,13,1.3,.496,.497,1.5,0.6,15,$1000000,Free Agency,*6
195,Juan Gonzalez\gonzaju03,32,TEX,70,296,1,1,-2,-3,-3,-7,-0.6,11,5,0.4,.491,.496,0.8,-0.6,8,$11000000,Free Agency,9/D
196,Jason Grabowski*\graboja01,26,OAK,4,11,2,0,0,0,0,2,0.2,0,2,0.2,.545,.501,0.2,0.0,2,,Rule 5 Draft,/7
197,Tony Graffanino\graffto01,30,CHW,70,259,2,2,1,-1,2,5,0.6,10,15,1.5,.508,.503,1.6,0.1,17,$575000,Traded,54/6
198,Todd Greene\greento02,31,TEX,42,118,1,0,-1,-2,0,-2,-0.2,4,3,0.3,.496,.499,0.4,-0.2,5,,Free Agency,32/D7
199,Rusty Greer*\greerru01,33,TEX,51,219,-3,0,1,-3,-3,-8,-0.8,8,0,0.0,.485,.495,0.3,-0.6,3,$6800000,Amateur Draft,D7/93
200,Seth Greisinger\greisse01,26,DET,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,/1
201,Ben Grieve*\grievbe01,26,TBD,136,561,8,-2,1,-8,-6,-7,-0.6,21,14,1.4,.495,.496,2.1,-1.3,22,$4000000,Traded,*9D
202,Jason Grimsley\grimsja01,34,KCR,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1900000,Free Agency,1
203,Buddy Groom*\groombu01,36,BAL,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2500000,Free Agency,1
204,Eddie Guardado\guarded01,31,MIN,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1800000,Amateur Draft,1
205,Aaron Guiel*\guielaa01,29,KCR,70,269,-14,-2,1,-6,-2,-23,-2.3,10,-13,-1.3,.468,.486,-0.8,-0.8,-7,,Free Agency,9/D8
206,Carlos Guillen#\guillca01,26,SEA,134,528,-2,1,2,-5,7,3,0.3,20,23,2.2,.502,.502,2.7,0.3,28,$1400000,Traded,*6/D
207,Ricky Gutierrez\gutieri01,32,CLE,94,384,-6,-1,0,-9,2,-13,-1.3,14,1,0.1,.486,.492,0.9,-0.6,10,$2166667,Free Agency,4/D
208,Cristian Guzman#\guzmacr01,24,MIN,148,656,-18,0,4,-2,8,-9,-0.8,24,15,1.4,.494,.495,1.7,0.6,17,$1425000,Traded,*6/D
209,Travis Hafner*\hafnetr01,25,TEX,23,70,-2,0,0,0,-1,-4,-0.4,3,-1,-0.1,.485,.498,-0.1,-0.1,-1,,Amateur Draft,D/3
210,Jerry Hairston\hairsje02,26,BAL,122,479,-2,4,1,3,3,9,0.9,18,27,2.6,.507,.505,2.4,0.6,24,$300000,Amateur Draft,*4
211,John Halama*\halamjo01,30,SEA,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1400000,Traded,1
212,Toby Hall\hallto02,26,TBD,85,353,-11,0,-3,2,5,-7,-0.7,13,6,0.6,.492,.496,0.4,0.7,4,$210000,Amateur Draft,2
213,Roy Halladay\hallaro01,25,TOR,2,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.440,.499,-0.1,0.0,-1,$2583333,Amateur Draft,1
214,Shane Halter\haltesh01,32,DET,122,458,-4,-2,-1,2,5,-1,-0.1,17,16,1.5,.499,.499,1.4,0.7,14,$1500000,Waivers,65/74D3
215,Josh Hancock\hancojo01,24,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
216,Chris Haney*\haneych01,33,BOS,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
217,Aaron Harang\haranaa01,24,OAK,2,3,-1,0,0,0,0,0,0.0,0,0,0.0,.478,.500,0.0,0.0,0,,Traded,1
218,Travis Harper*\harpetr01,26,TBD,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Free Agency,1
219,Willie Harris*\harriwi02,24,CHW,49,177,-13,0,0,4,1,-9,-0.9,7,-2,-0.2,.483,.495,-0.6,0.5,-5,,Traded,4/8
220,Jason Hart\hartja01,24,TEX,10,17,0,0,0,0,0,0,0.0,1,1,0.1,.502,.500,0.0,0.0,0,,Traded,/73
221,Shigetoshi Hasegawa\hasegsh01,33,SEA,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1500000,Free Agency,1
222,Bill Haselman\haselbi01,36,TEX,69,193,-8,-1,-1,-2,3,-8,-0.8,7,-1,-0.1,.489,.495,0.1,0.1,1,$800000,Traded,2/D
223,Scott Hatteberg*\hattesc01,32,OAK,136,568,14,0,1,7,-9,13,1.3,21,35,3.4,.510,.508,2.7,-0.1,28,$900000,Free Agency,3D
224,LaTroy Hawkins\hawkila01,29,MIN,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2750000,Amateur Draft,1
225,Rickey Henderson\henderi01,43,BOS,72,222,-1,0,0,-1,-2,-4,-0.4,8,4,0.4,.495,.498,0.6,-0.3,6,$350000,Free Agency,7/D89
226,Mark Hendrickson*\hendrma01,28,TOR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
227,Oscar Henriquez\henrios01,28,DET,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Free Agency,1
228,Drew Henson\hensodr01,22,NYY,3,1,0,0,0,0,0,0,0.0,0,0,0.0,.490,.500,0.0,0.0,0,,Traded,/D
229,Pat Hentgen\hentgpa01,33,BAL,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$4246877,Free Agency,/1
230,Felix Heredia*\heredfe01,27,TOR,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1850000,Traded,1
231,Dustin Hermanson\hermadu01,29,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$5833333,Traded,1
232,Adrian Hernandez\hernaad01,27,NYY,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Free Agent,/1
233,Orlando Hernandez\hernaor01,36,NYY,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$3200000,Amateur Free Agent,1
234,Ramon Hernandez\hernara02,26,OAK,136,457,-15,-2,0,9,8,0,0.0,17,17,1.6,.500,.500,0.8,1.7,8,$497500,Amateur Free Agent,*2
235,Roberto Hernandez\hernaro01,37,KCR,3,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6000000,Traded,1
236,Runelvys Hernandez\hernaru03,24,KCR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Free Agent,1
237,Alex Herrera*\herreal01,22,CLE,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Free Agent,/1
238,Bobby Higginson*\higgibo02,31,DET,119,499,4,1,0,-3,-4,-3,-0.3,19,16,1.5,.497,.498,1.8,-0.7,19,$5850000,Amateur Draft,*7/D
239,Erik Hiljus\hiljuer01,29,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$237500,Free Agency,/1
240,Jeremy Hill\hillje02,24,KCR,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Amateur Draft,1
241,Shea Hillenbrand\hillesh02,26,BOS,156,676,8,0,0,6,3,18,1.8,25,43,4.2,.512,.511,3.6,1.0,37,$260000,Free Agency,*5
242,AJ Hinch\hincha.01,28,KCR,72,220,-2,-1,1,-4,4,-3,-0.3,8,5,0.5,.496,.498,0.9,0.0,9,$260000,Traded,2
243,Eric Hinske*\hinsker01,24,TOR,151,650,16,4,0,-6,3,17,1.7,24,41,4.0,.511,.510,4.6,-0.2,47,$200000,Traded,*5
244,Sterling Hitchcock*\hitchst01,31,NYY,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4936719,Traded,1
245,Denny Hocking#\hockide01,32,MIN,102,294,-12,-1,2,-1,3,-10,-1.0,11,1,0.1,.490,.494,0.2,0.2,2,$1100000,Amateur Draft,465/398
246,Todd Hollandsworth*\hollato01,29,TEX,39,149,-3,0,1,-1,-1,-3,-0.2,6,3,0.3,.494,.498,0.4,-0.1,4,,Traded,78/9
247,Mike Holtz*\holtzmi01,29,OAK,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$825000,Free Agency,1
248,Paul Hoover\hoovepa01,26,TBD,5,17,-3,0,0,0,0,-2,-0.2,1,-1,-0.2,.459,.499,-0.2,0.0,-1,,Amateur Draft,/2
249,Bob Howry*\howrybo01,28,2TM,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$1200000,Traded,1
250,Ken Huckaby\huckake01,31,TOR,88,283,-20,-1,0,1,5,-15,-1.5,11,-5,-0.5,.483,.491,-0.6,0.6,-6,,Free Agency,2
251,Orlando Hudson#\hudsoor01,24,TOR,54,207,0,0,-1,-1,1,0,0.0,8,7,0.7,.499,.500,0.8,0.1,8,,Amateur Draft,4
252,Tim Hudson\hudsoti01,26,OAK,2,6,0,0,0,0,1,1,0.1,0,1,0.1,.535,.500,0.1,0.0,1,$875000,Amateur Draft,1
253,Aubrey Huff*\huffau01,25,TBD,113,494,23,2,-1,-8,-7,9,1.0,18,28,2.7,.508,.506,3.5,-1.4,35,,Amateur Draft,D35
254,Torii Hunter\hunteto01,26,MIN,148,604,18,0,-2,-6,3,13,1.3,23,36,3.5,.509,.508,4.1,-0.2,42,$2400000,Amateur Draft,*8/D
255,Raul Ibanez*\ibanera01,30,KCR,137,544,12,-1,0,-7,-8,-4,-0.4,20,16,1.5,.497,.497,2.2,-1.5,23,$800000,Free Agency,37D9
256,Omar Infante\infanom01,20,DET,18,75,1,0,0,1,1,3,0.3,3,6,0.6,.518,.502,0.5,0.2,5,,Amateur Free Agent,6/4
257,Brandon Inge\ingebr01,25,DET,95,351,-16,-2,0,-2,6,-14,-1.4,13,-1,-0.1,.486,.491,0.1,0.4,1,,Amateur Draft,2/D
258,Hideki Irabu\irabuhi01,33,TEX,6,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$550000,Free Agency,1
259,Damian Jackson\jacksda04,28,DET,81,274,1,1,1,-2,1,3,0.3,10,13,1.2,.503,.502,1.4,0.0,14,$625000,Traded,4/6D875
260,Michael Jackson\jacksmi02,37,MIN,4,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$500000,Free Agency,1
261,Ryan Jackson*\jacksry01,30,DET,4,7,1,0,0,0,0,1,0.1,0,1,0.1,.517,.500,0.1,0.0,1,,Free Agency,/78
262,Delvin James\jamesde01,24,TBD,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
263,Derek Jeter\jeterde01,28,NYY,157,730,15,8,0,-18,9,13,1.3,25,39,3.7,.508,.508,5.6,-0.9,57,$14600000,Amateur Draft,*6/D
264,D'Angelo Jimenez#\jimend'01,24,CHW,27,125,2,0,0,6,1,11,1.1,4,15,1.5,.539,.507,0.8,0.8,9,,Traded,46/5
265,Jason Jimenez\jimenja01,26,2TM,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Waivers,/1
266,Jason Johnson\johnsja02,28,BAL,2,3,-1,-1,0,0,0,-1,-0.1,0,-1,-0.1,.463,.500,-0.1,0.0,-1,$1800000,Traded,1
267,Mark Johnson*\johnsma02,26,CHW,86,302,-16,1,0,2,5,-8,-0.8,11,4,0.3,.491,.495,0.1,0.7,2,$320000,Amateur Draft,2
268,Nick Johnson*\johnsni01,23,NYY,129,441,0,-1,-1,4,-9,-8,-0.7,17,9,0.8,.494,.495,0.5,-0.5,5,$220650,Amateur Draft,3D/7
269,Russ Johnson\johnsru01,29,TBD,45,130,-6,1,0,-4,0,-9,-0.8,5,-4,-0.4,.481,.495,0.0,-0.3,0,$575000,Traded,5/D64
270,Jacque Jones*\jonesja05,27,MIN,149,626,22,0,1,15,-5,32,3.2,23,56,5.4,.521,.520,4.0,1.0,41,$312500,Amateur Draft,*7/D
271,Jorge Julio\juliojo01,23,BAL,5,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$216000,Traded,1
272,David Justice*\justida01,36,OAK,118,471,7,1,-1,-1,-6,0,0.0,18,17,1.6,.500,.500,1.7,-0.7,18,$7000000,Traded,7D9
273,Gabe Kapler\kaplega01,26,TEX,72,214,-7,1,1,-1,-2,-9,-0.9,8,-1,-0.1,.488,.495,0.0,-0.2,0,$1850000,Traded,789/3D
274,Steve Karsay\karsast01,30,NYY,4,1,0,0,0,0,0,0,0.0,0,0,0.0,.496,.500,0.0,0.0,0,$4000000,Free Agency,1
275,Justin Kaye\kayeju01,26,SEA,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
276,Kris Keller\kellekr01,24,DET,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,/1
277,Adam Kennedy*\kennead01,26,ANA,144,509,9,3,1,12,3,29,2.9,19,48,4.6,.520,.517,3.5,1.6,36,$375000,Traded,*4/8D
278,Joe Kennedy\kennejo04,23,TBD,2,7,0,0,0,0,1,1,0.1,0,1,0.1,.565,.501,0.1,0.0,1,$225000,Amateur Draft,1
279,Steven Kent#\kentst01,23,TBD,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$200000,Purchased,1
280,Jason Kershner*\kershja01,25,TOR,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Waivers,1
281,Bobby Kielty#\kieltbo01,25,MIN,112,348,15,1,0,1,-3,15,1.5,13,28,2.7,.513,.509,2.6,-0.2,27,,Amateur Free Agent,98D/73
282,Sun-Woo Kim\kimsu01,24,BOS,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Free Agent,1
283,Gene Kingsale#\kingsge01,25,SEA,2,3,1,0,0,0,0,1,0.1,0,1,0.1,.527,.500,0.0,0.0,0,,Waivers,/89
284,Matt Kinney\kinnema01,25,MIN,1,2,-1,0,0,0,0,0,0.0,0,0,0.0,.469,.500,0.0,0.0,0,,Traded,1
285,Brandon Knight*\knighbr01,26,NYY,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,,Rule 5 returned,/1
286,Chuck Knoblauch\knoblch01,33,KCR,80,336,-21,3,1,1,-3,-19,-1.9,13,-6,-0.7,.476,.488,-0.8,-0.1,-8,$2000000,Free Agency,7/D
287,Billy Koch\kochbi01,27,OAK,6,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$2433333,Traded,1
288,Danny Kolb\kolbda01,27,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,$260000,Amateur Draft,1
289,Paul Konerko\konerpa01,26,CHW,151,630,18,-2,-3,-7,-8,-2,-0.1,24,22,2.1,.499,.499,2.8,-1.4,29,$3800000,Traded,*3/D
290,Corey Koskie*\koskico01,29,MIN,140,576,11,-3,-1,10,3,20,2.0,22,42,4.0,.514,.512,3.0,1.4,31,$2150000,Amateur Draft,*5/D
291,Ben Kozlowski*\kozlobe01,21,TEX,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Traded,/1
292,John Lackey\lackejo01,23,ANA,0,0,0,0,0,0,0,0,,0,0,,,,,,0,,Amateur Draft,1
293,David Lamb#\lambda01,27,MIN,7,10,-2,0,0,-2,0,-4,-0.4,0,-4,-0.3,.446,.498,-0.2,-0.1,-2,,Free Agency,/645
294,Mike Lamb*\lambmi01,26,TEX,115,355,3,1,0,1,-5,0,0.0,13,13,1.3,.500,.500,1.1,-0.4,12,,Amateur Draft,3D57/924
295,Greg LaRocca\larocgr01,29,CLE,21,60,1,0,0,-3,0,-1,-0.1,2,1,0.1,.494,.499,0.4,-0.2,4,,Free Agency,5/4D
296,Joe Lawrence\lawrejo01,25,TOR,55,174,-14,0,1,-5,1,-17,-1.7,7,-10,-1.1,.470,.490,-0.5,-0.4,-5,$200000,Amateur Draft,4/D
297,Matt Lawton*\lawtoma02,30,CLE,114,484,4,-2,0,-2,-4,-5,-0.5,18,13,1.3,.496,.497,1.4,-0.6,15,$5250000,Traded,97/D
298,Matt LeCroy\lecroma01,26,MIN,63,196,-2,-2,-1,-1,-4,-9,-0.9,7,-2,-0.2,.486,.495,-0.1,-0.5,-1,,Amateur Draft,D/32
